simulation id,uranium,neptunium,plutonium,americium,curium,pu238,pu239,pu240,pu241,pu242,am241
1,62.80136537,0,10.82675616,0.171878463,0,1.038404856,4.744413777,3.123316215,1.246782465,0.673838851,0.171878463
2,62.80136537,0,10.49857551,0.500059121,0,0.371543461,5.801473294,2.117875125,1.97557291,0.232110717,0.500059121
3,62.80136537,0,10.59969208,0.398942547,0,1.087711983,5.458087882,2.374593191,0.754409451,0.924889573,0.398942547
4,62.80136537,0,10.98152625,0.017108373,0,0.329371738,6.580107432,3.190525326,0.069849866,0.811671892,0.017108373
5,62.80136537,0,10.46694923,0.531685397,0,0.546372054,8.046875054,0.07426167,0.696382837,1.103057616,0.531685397
6,62.80136537,0,10.7909335,0.207701126,0,0.859223736,8.357866388,0.47812148,0.811623011,0.284098887,0.207701126
7,62.80136537,0,10.3037835,0.694851131,0,0.375124901,8.052229379,0.482562248,0.19386456,1.200002408,0.694851131
8,62.80136537,0,10.4780043,0.520630327,0,0.483591818,7.533570481,0.132727048,1.285271311,1.042843642,0.520630327
9,62.80136537,0,10.60521365,0.393420976,0,0.24043121,7.679470396,1.763757883,0.900711942,0.02084222,0.393420976
10,62.80136537,0,10.87536285,0.123271773,0,0.588863317,8.157904221,1.545333458,0.473267003,0.109994856,0.123271773
11,62.80136537,0,10.77315767,0.225476953,0,0.436676923,7.330570662,1.261180946,0.129583017,1.615146125,0.225476953
12,62.80136537,0,10.37894541,0.619689217,0,1.012261463,5.841498905,1.881679151,0.603750349,1.039755542,0.619689217
13,62.80136537,0,10.69273625,0.305898373,0,0.386480097,6.777143701,2.597214584,0.353459065,0.578438808,0.305898373
14,62.80136537,0,10.30596933,0.692665293,0,0.277908518,4.734249175,3.29210917,1.355521901,0.646180571,0.692665293
15,62.80136537,0,10.73601565,0.262618974,0,0.455470223,8.281721896,1.780182683,0.006176703,0.212464148,0.262618974
16,62.80136537,0,10.88303509,0.115599533,0,0.228211273,8.266748262,0.285718504,1.333038293,0.769318762,0.115599533
17,62.80136537,0,10.61999594,0.378638691,0,0.663323909,8.346933533,0.526183425,0.486721769,0.5968333,0.378638691
18,62.80136537,0,10.53607407,0.462560561,0,0.153035454,5.839755361,1.826571195,1.078976039,1.637736018,0.462560561
19,62.80136537,0,10.84659643,0.152038198,0,0.274319745,8.406485269,0.492083376,1.039321763,0.634386276,0.152038198
20,62.80136537,0,10.56194861,0.436686018,0,0.820964033,7.228308031,0.661464625,0.986136952,0.865074968,0.436686018
21,62.80136537,0,10.81610324,0.182531388,0,0.798534147,4.69888759,2.246525127,1.516943036,1.55521334,0.182531388
22,62.80136537,0,10.91713952,0.081495103,0,0.258193648,7.176631378,0.419503912,1.425701841,1.637108744,0.081495103
23,62.80136537,0,10.40697864,0.591655983,0,0.172753988,5.632600524,0.571878151,1.872078709,2.157667272,0.591655983
24,62.80136537,0,10.34641268,0.652221952,0,0.988366027,5.132520677,0.486387499,1.934691404,1.804447067,0.652221952
25,62.80136537,0,10.79812301,0.200511615,0,0.959433063,5.340421041,3.100366606,0.869198799,0.528703504,0.200511615
26,62.80136537,0,10.52373173,0.474902895,0,0.707096698,5.820517129,1.565272827,0.873688499,1.557156579,0.474902895
27,62.80136537,0,10.94255221,0.056082418,0,0.491733481,5.899581373,1.919712814,1.506554123,1.124970419,0.056082418
28,62.80136537,0,10.76250769,0.236126934,0,0.202387013,7.040138616,1.87720818,0.217473838,1.425300046,0.236126934
29,62.80136537,0,10.40794505,0.590689577,0,0.164953392,7.688172015,1.116957131,0.88791244,0.549950072,0.590689577
30,62.80136537,0,10.90077774,0.097856889,0,0.788233816,5.912685815,1.699910047,0.840959928,1.658988132,0.097856889
31,62.80136537,0,10.63788122,0.360753407,0,0.156536731,5.631172014,1.796673677,1.187988023,1.865510776,0.360753407
32,62.80136537,0,10.51847492,0.48015971,0,0.446638164,4.607676425,3.291767846,2.159256011,0.013136472,0.48015971
33,62.80136537,0,10.74364536,0.254989269,0,0.310583824,6.692723703,1.885313553,0.209320667,1.645703611,0.254989269
34,62.80136537,0,10.93071344,0.067921191,0,0.24724038,7.652288369,0.58809032,1.373488571,1.069605796,0.067921191
35,62.80136537,0,10.93997965,0.058654973,0,0.277818086,4.623506228,2.558746426,1.645622914,1.834286,0.058654973
36,62.80136537,0,10.29376031,0.704874314,0,0.70347549,4.798617836,1.406788769,1.32446726,2.060410958,0.704874314
37,62.80136537,0,10.99298937,0.00564526,0,0.497777116,8.334433293,0.453743187,0.152417369,1.554618401,0.00564526
38,62.80136537,0,10.76025416,0.238380472,0,0.792361553,6.239487111,2.242651356,0.435410268,1.050343868,0.238380472
39,62.80136537,0,10.91276741,0.08586722,0,0.335383317,6.890979631,0.784073208,0.818557,2.083774251,0.08586722
40,62.80136537,0,10.29664183,0.701992797,0,0.642034882,6.169186735,1.949589994,0.89106882,0.644761399,0.701992797
41,62.80136537,0,10.31417453,0.684460099,0,0.131354452,4.9851287,2.902836007,0.579796462,1.715058908,0.684460099
42,62.80136537,0,10.87728316,0.12135147,0,0.64111805,7.002700512,2.86784595,0.314219302,0.051399343,0.12135147
43,62.80136537,0,10.97630528,0.022329348,0,0.907145059,5.425398938,1.614476114,1.584315233,1.444969935,0.022329348
44,62.80136537,0,10.83374504,0.164889591,0,0.454023997,4.404405952,2.74849902,1.48610991,1.740706157,0.164889591
45,62.80136537,0,10.67600107,0.322633555,0,0.791184642,6.598776569,0.179672819,1.357497043,1.74887,0.322633555
46,62.80136537,0,10.71271001,0.285924614,0,0.339491182,8.837622336,1.267601158,0.251733244,0.016262093,0.285924614
47,62.80136537,0,10.77992534,0.218709283,0,0.144598797,4.916803359,2.950673388,0.716914016,2.050935784,0.218709283
48,62.80136537,0,10.57089912,0.427735504,0,0.941161531,5.319603831,2.658243201,0.894993496,0.756897062,0.427735504
49,62.80136537,0,10.80165238,0.196982252,0,0.527922279,5.271003971,2.469019957,2.095192181,0.438513988,0.196982252
50,62.80136537,0,10.73317347,0.265461161,0,0.84713784,4.675853805,2.955880824,1.186498794,1.067802202,0.265461161
51,62.80136537,0,10.69871948,0.299915146,0,0.042886236,7.878549438,1.591869583,0.869132228,0.316281997,0.299915146
52,62.80136537,0,10.37865398,0.619980644,0,0.040192019,6.340990527,2.376561995,1.351028071,0.26988137,0.619980644
53,62.80136537,0,10.68284241,0.315792214,0,0.428128467,8.011470581,1.845791695,0.187409974,0.210041696,0.315792214
54,62.80136537,0,10.65781401,0.340820622,0,0.10128219,7.290855768,0.295726841,1.230102904,1.739846303,0.340820622
55,62.80136537,0,10.74550453,0.2531301,0,0.998504282,6.874466992,1.621154743,0.488680678,0.762697832,0.2531301
56,62.80136537,0,10.44720348,0.551431149,0,0.562999556,5.611417652,1.47202209,0.990940057,1.809824124,0.551431149
57,62.80136537,0,10.72366435,0.274970282,0,0.092543564,7.139068284,1.280137062,1.171973534,1.039941902,0.274970282
58,62.80136537,0,10.32675978,0.671874851,0,0.019422693,4.743609813,2.270941273,2.192911841,1.099874155,0.671874851
59,62.80136537,0,10.40028415,0.598350476,0,0.984110117,5.694048598,2.253884258,1.42656353,0.041677647,0.598350476
60,62.80136537,0,10.38848547,0.610149158,0,0.146078436,6.254496258,1.51847178,1.29062174,1.178817255,0.610149158
61,62.80136537,0,10.24996019,0.74867444,0,0.331458421,6.841593136,0.35976426,1.980233462,0.736910908,0.74867444
62,62.80136537,0,10.9346423,0.063992323,0,0.488228796,6.261656039,1.346586245,1.047080801,1.791090424,0.063992323
63,62.80136537,0,10.81876453,0.179870096,0,0.171923277,7.960486928,1.377524616,0.943425175,0.365404535,0.179870096
64,62.80136537,0,10.31607797,0.682556657,0,0.680887132,5.864676198,2.009957492,0.730962067,1.029595081,0.682556657
65,62.80136537,0,10.58840079,0.410233834,0,0.904903219,6.878540708,0.156703075,1.657209723,0.991044068,0.410233834
66,62.80136537,0,10.41384658,0.584788046,0,0.145422559,4.859599417,3.219833809,1.198354606,0.990636189,0.584788046
67,62.80136537,0,10.2819299,0.716704728,0,0.520869222,4.919512652,2.175175036,0.581716769,2.08465622,0.716704728
68,62.80136537,0,10.77888175,0.21975288,0,0.344398151,5.070426596,2.87247809,2.025963547,0.465615364,0.21975288
69,62.80136537,0,10.2551325,0.743502123,0,0.48882398,6.133228675,0.40000959,2.038885524,1.194184736,0.743502123
70,62.80136537,0,10.89112268,0.107511942,0,0.091999688,5.650234059,1.296312662,1.760871784,2.091704492,0.107511942
71,62.80136537,0,10.97605992,0.022574711,0,1.061605757,4.860018116,3.126003522,0.613253971,1.31517855,0.022574711
72,62.80136537,0,10.38312296,0.615511666,0,1.045006051,5.590703932,0.983973869,1.538233037,1.225206073,0.615511666
73,62.80136537,0,10.83356237,0.165072259,0,0.678817371,7.992536715,0.240144106,0.908865515,1.013198661,0.165072259
74,62.80136537,0,10.79276233,0.205872295,0,0.327076595,7.840663555,1.501506428,1.079536054,0.0439797,0.205872295
75,62.80136537,0,10.96110685,0.037527781,0,0.375524512,5.484271315,2.995705199,0.206424197,1.899181623,0.037527781
76,62.80136537,0,10.81342503,0.185209597,0,0.113454619,5.212760407,2.832657267,1.822764642,0.831788096,0.185209597
77,62.80136537,0,10.26459557,0.734039058,0,0.607784256,4.91358269,2.569731793,2.156298854,0.017197975,0.734039058
78,62.80136537,0,10.58804593,0.410588695,0,0.936819669,9.026303028,0.030269918,0.057587387,0.537065931,0.410588695
79,62.80136537,0,10.53721909,0.461415542,0,0.13728772,7.099124939,0.45853181,2.169162737,0.673111879,0.461415542
80,62.80136537,0,10.74537782,0.253256807,0,0.228462186,7.521707812,1.096529214,0.062102034,1.836576574,0.253256807
81,62.80136537,0,10.7479987,0.250635931,0,0.76136775,5.256388494,1.683293632,1.10832949,1.93861933,0.250635931
82,62.80136537,0,10.55941027,0.439224362,0,0.084324589,6.688364389,3.157736213,0.492316124,0.13666895,0.439224362
83,62.80136537,0,10.57063099,0.428003634,0,0.658904878,6.954441744,0.677264178,1.626764977,0.653255217,0.428003634
