# Simulation number	U	Np	Pu	Am	Cm	MA	Pu-238	Pu-239	Pu-240	Pu-241	Pu-242
818	5.993530E+07	3.566748E+03	1.071977E+07	6.816283E+05	0.000000E+00	6.851950E+05	2.058500E+05	7.759280E+06	4.418129E+05	1.771306E+06	5.415167E+05
819	5.993494E+07	6.241145E+03	1.057430E+07	8.247848E+05	0.000000E+00	8.310259E+05	1.874579E+05	9.246582E+06	7.408253E+05	2.693641E+05	1.300716E+05
820	5.996549E+07	6.936229E+03	1.030271E+07	1.065128E+06	0.000000E+00	1.072064E+06	9.635616E+05	6.467898E+06	1.140307E+06	1.441480E+06	2.894635E+05
821	5.996182E+07	3.484170E+03	1.078532E+07	5.896475E+05	0.000000E+00	5.931317E+05	8.595913E+05	4.648910E+06	2.449713E+06	1.144186E+06	1.682924E+06
822	5.995368E+07	3.438217E+03	1.090242E+07	4.807372E+05	0.000000E+00	4.841754E+05	6.559077E+05	6.247505E+06	1.871365E+06	3.512016E+05	1.776442E+06
823	5.996487E+07	1.951179E+03	1.097617E+07	3.972824E+05	0.000000E+00	3.992336E+05	9.472653E+05	5.142181E+06	1.506741E+06	1.156663E+06	2.223315E+06
824	5.996060E+07	6.118177E+03	1.041649E+07	9.570603E+05	0.000000E+00	9.631785E+05	8.436985E+05	5.501734E+06	1.103484E+06	1.406485E+06	1.561085E+06
825	5.993121E+07	1.824989E+03	1.104013E+07	3.671070E+05	0.000000E+00	3.689320E+05	1.023198E+05	8.973560E+06	1.052788E+05	1.047387E+06	8.115840E+05
826	5.993173E+07	6.415332E+03	1.042930E+07	9.728274E+05	0.000000E+00	9.792427E+05	9.043644E+04	5.063433E+06	3.078898E+06	1.238532E+06	9.579972E+05
827	5.994658E+07	5.685529E+03	1.047125E+07	9.167512E+05	0.000000E+00	9.224367E+05	4.894880E+05	6.950788E+06	7.284979E+05	1.517545E+06	7.849351E+05
828	5.996348E+07	1.419569E+03	1.113527E+07	2.401063E+05	0.000000E+00	2.415259E+05	8.969732E+05	6.799067E+06	2.227620E+06	4.651335E+05	7.464762E+05
829	5.993667E+07	2.346758E+03	1.096317E+07	4.380848E+05	0.000000E+00	4.404316E+05	2.354903E+05	8.750466E+06	5.316113E+05	1.085478E+06	3.601249E+05
830	5.995586E+07	2.009630E+03	1.101068E+07	3.717180E+05	0.000000E+00	3.737276E+05	7.234294E+05	6.655895E+06	8.183718E+05	9.031364E+05	1.909849E+06
831	5.994024E+07	7.043822E+03	1.029009E+07	1.102896E+06	0.000000E+00	1.109940E+06	3.330901E+05	5.647840E+06	7.749748E+05	1.627260E+06	1.906930E+06
832	5.995304E+07	2.359363E+03	1.107613E+07	3.087404E+05	0.000000E+00	3.110998E+05	6.278616E+05	7.042864E+06	2.587732E+06	7.832263E+04	7.393524E+05
833	5.996635E+07	2.727087E+03	1.080880E+07	5.623981E+05	0.000000E+00	5.651252E+05	9.821986E+05	6.804046E+06	1.271448E+06	1.671481E+06	7.962368E+04
834	5.994463E+07	1.947353E+03	1.107898E+07	3.147131E+05	0.000000E+00	3.166605E+05	4.216338E+05	6.734280E+06	2.196495E+06	5.252844E+05	1.201289E+06
835	5.996089E+07	3.773941E+03	1.078957E+07	5.860392E+05	0.000000E+00	5.898131E+05	8.585107E+05	6.628915E+06	1.975490E+05	8.343900E+05	2.270205E+06
836	5.996798E+07	1.357155E+03	1.117413E+07	1.967973E+05	0.000000E+00	1.981545E+05	1.028019E+06	9.593613E+06	1.679813E+05	1.927610E+05	1.917560E+05
837	5.994209E+07	4.075880E+03	1.076289E+07	6.312217E+05	0.000000E+00	6.352976E+05	3.816465E+05	7.424171E+06	1.521704E+05	8.880367E+05	1.916861E+06
838	5.995199E+07	5.187748E+03	1.049872E+07	8.843684E+05	0.000000E+00	8.895561E+05	6.194735E+05	4.114264E+06	1.990284E+06	1.752969E+06	2.021729E+06
839	5.995279E+07	7.565029E+03	1.026026E+07	1.119663E+06	0.000000E+00	1.127228E+06	6.356335E+05	4.312132E+06	2.237045E+06	1.248922E+06	1.826523E+06
840	5.993925E+07	2.958954E+03	1.101188E+07	3.861812E+05	0.000000E+00	3.891402E+05	2.756329E+05	5.510449E+06	3.300626E+06	9.037967E+04	1.834791E+06
841	5.994928E+07	5.932865E+03	1.046040E+07	9.246649E+05	0.000000E+00	9.305978E+05	5.573945E+05	6.888306E+06	7.574143E+05	1.337675E+06	9.196058E+05
842	5.995008E+07	7.091907E+03	1.034903E+07	1.034071E+06	0.000000E+00	1.041163E+06	5.746869E+05	6.129522E+06	1.180012E+06	1.051072E+06	1.413736E+06
843	5.995490E+07	2.623233E+03	1.088147E+07	5.012778E+05	0.000000E+00	5.039010E+05	6.918789E+05	4.814193E+06	1.865591E+06	1.302442E+06	2.207367E+06
844	5.994201E+07	1.367214E+03	1.118444E+07	2.124584E+05	0.000000E+00	2.138256E+05	3.529633E+05	7.070935E+06	2.295773E+06	3.034310E+05	1.161335E+06
845	5.994812E+07	6.040075E+03	1.039961E+07	9.864930E+05	0.000000E+00	9.925331E+05	5.069790E+05	5.000045E+06	2.908379E+06	1.708892E+06	2.753179E+05
846	5.995197E+07	4.650485E+03	1.077085E+07	6.127933E+05	0.000000E+00	6.174438E+05	6.221020E+05	8.994288E+06	4.498944E+05	1.870109E+05	5.175573E+05
847	5.995162E+07	5.591857E+02	1.127540E+07	1.126852E+05	0.000000E+00	1.132444E+05	6.100835E+05	9.693228E+06	5.124752E+05	3.224760E+05	1.371377E+05
848	5.993795E+07	7.076250E+03	1.029985E+07	1.095395E+06	0.000000E+00	1.102471E+06	2.742212E+05	7.784801E+06	3.143381E+05	1.538003E+06	3.884820E+05
849	5.996487E+07	2.631967E+03	1.096470E+07	4.080665E+05	0.000000E+00	4.106985E+05	9.384375E+05	6.447836E+06	1.847391E+06	5.769820E+05	1.154052E+06
850	5.994918E+07	4.758707E+03	1.073466E+07	6.516593E+05	0.000000E+00	6.564180E+05	5.528732E+05	7.379569E+06	7.877287E+05	3.806237E+05	1.633868E+06
851	5.996270E+07	4.017773E+03	1.076790E+07	6.056572E+05	0.000000E+00	6.096750E+05	8.961117E+05	6.540959E+06	8.484069E+05	7.479576E+05	1.734464E+06
852	5.994385E+07	6.876423E+03	1.029872E+07	1.090826E+06	0.000000E+00	1.097702E+06	4.144091E+05	4.237176E+06	1.907186E+06	1.697357E+06	2.042594E+06
853	5.993556E+07	6.064799E+03	1.058370E+07	8.149515E+05	0.000000E+00	8.210163E+05	1.889587E+05	6.327871E+06	2.587404E+06	3.653714E+05	1.114091E+06
854	5.995048E+07	5.689623E+03	1.056177E+07	8.223364E+05	0.000000E+00	8.280260E+05	5.883282E+05	7.844117E+06	4.462544E+05	7.873433E+05	8.957269E+05
855	5.993467E+07	6.164436E+02	1.131965E+07	8.534432E+04	0.000000E+00	8.596076E+04	1.814086E+05	8.601104E+06	8.067979E+05	5.644611E+04	1.673892E+06
856	5.993099E+07	4.033227E+03	1.066511E+07	7.401379E+05	0.000000E+00	7.441711E+05	7.840791E+04	4.242347E+06	2.768771E+06	1.767311E+06	1.808277E+06
857	5.996969E+07	3.830092E+03	1.076817E+07	5.985837E+05	0.000000E+00	6.024138E+05	1.066607E+06	6.988355E+06	1.210268E+06	8.762263E+05	6.267101E+05
858	5.993768E+07	4.782527E+03	1.069384E+07	7.039729E+05	0.000000E+00	7.087554E+05	2.620807E+05	6.656093E+06	9.798758E+05	7.598219E+05	2.035970E+06
859	5.993896E+07	2.291693E+03	1.105692E+07	3.421050E+05	0.000000E+00	3.443967E+05	2.724688E+05	5.488860E+06	2.971055E+06	4.008204E+05	1.923716E+06
860	5.996498E+07	6.373710E+02	1.128005E+07	9.460630E+04	0.000000E+00	9.524367E+04	9.262403E+05	6.359832E+06	3.001530E+06	1.073178E+05	8.851319E+05
861	5.996525E+07	7.230444E+03	1.023670E+07	1.131095E+06	0.000000E+00	1.138325E+06	9.464933E+05	2.938371E+06	2.891991E+06	1.662515E+06	1.797331E+06
862	5.992932E+07	6.117654E+03	1.045527E+07	9.495678E+05	0.000000E+00	9.556855E+05	4.181368E+04	6.413336E+06	1.775504E+06	1.349363E+06	8.752502E+05
863	5.994791E+07	1.478225E+03	1.105140E+07	3.394801E+05	0.000000E+00	3.409583E+05	5.099811E+05	7.422430E+06	1.604803E+06	1.172402E+06	3.417876E+05
864	5.993160E+07	6.359886E+03	1.041090E+07	9.914082E+05	0.000000E+00	9.977681E+05	1.000258E+05	5.977496E+06	1.851368E+06	1.435418E+06	1.046591E+06
865	5.997113E+07	4.356607E+03	1.076981E+07	5.949751E+05	0.000000E+00	5.993317E+05	1.090682E+06	4.970459E+06	2.669154E+06	3.359973E+05	1.703520E+06
866	5.995497E+07	5.290442E+03	1.055531E+07	8.247003E+05	0.000000E+00	8.299907E+05	6.981638E+05	6.849449E+06	9.930178E+05	1.194060E+06	8.206213E+05
867	5.994877E+07	5.025336E+03	1.069645E+07	6.900174E+05	0.000000E+00	6.950427E+05	5.413656E+05	8.966946E+06	4.591479E+05	4.161471E+05	3.128457E+05
868	5.993559E+07	4.565480E+03	1.072970E+07	6.704150E+05	0.000000E+00	6.749805E+05	1.906789E+05	6.306108E+06	2.526372E+06	7.129611E+05	9.935792E+05
869	5.993211E+07	6.333780E+03	1.057308E+07	8.287459E+05	0.000000E+00	8.350797E+05	1.229248E+05	8.422407E+06	4.190947E+05	2.096678E+05	1.398981E+06
870	5.995182E+07	6.365221E+03	1.044487E+07	9.372179E+05	0.000000E+00	9.435831E+05	6.060251E+05	4.571931E+06	2.558695E+06	1.013406E+06	1.694812E+06
871	5.996753E+07	5.670827E+03	1.060959E+07	7.574751E+05	0.000000E+00	7.631459E+05	9.918935E+05	5.876551E+06	3.056905E+06	3.067412E+05	3.775033E+05
872	5.995063E+07	6.956254E+03	1.041750E+07	9.651855E+05	0.000000E+00	9.721418E+05	5.643183E+05	5.077232E+06	3.319717E+06	6.532573E+05	8.029797E+05
873	5.994330E+07	6.544566E+03	1.044189E+07	9.485321E+05	0.000000E+00	9.550767E+05	3.923743E+05	6.654727E+06	1.904308E+06	9.258713E+05	5.646122E+05
874	5.994407E+07	5.229481E+03	1.061669E+07	7.742764E+05	0.000000E+00	7.795059E+05	4.225147E+05	7.050495E+06	9.707971E+05	8.655471E+05	1.307338E+06
875	5.997052E+07	5.819246E+03	1.040930E+07	9.546322E+05	0.000000E+00	9.604514E+05	1.085078E+06	4.454693E+06	2.078648E+06	1.678765E+06	1.112115E+06
876	5.993045E+07	6.311805E+03	1.053285E+07	8.706564E+05	0.000000E+00	8.769682E+05	6.865675E+04	7.482602E+06	1.620007E+06	5.534225E+05	8.081621E+05
877	5.994802E+07	5.762662E+03	1.064237E+07	7.441140E+05	0.000000E+00	7.498767E+05	5.277507E+05	7.297399E+06	4.654957E+05	1.145854E+05	2.237142E+06
878	5.993690E+07	6.212911E+03	1.040191E+07	9.952459E+05	0.000000E+00	1.001459E+06	2.361111E+05	6.839052E+06	1.453916E+06	1.607992E+06	2.648389E+05
879	5.995756E+07	4.148963E+03	1.071212E+07	6.664462E+05	0.000000E+00	6.705952E+05	7.512832E+05	5.456623E+06	2.305243E+06	1.087843E+06	1.111124E+06
880	5.996509E+07	5.100647E+03	1.049524E+07	8.748352E+05	0.000000E+00	8.799358E+05	9.403645E+05	3.282510E+06	2.980991E+06	1.764420E+06	1.526955E+06
881	5.995205E+07	3.366989E+03	1.081395E+07	5.708967E+05	0.000000E+00	5.742637E+05	6.348747E+05	6.939286E+06	1.603250E+05	1.114015E+06	1.965453E+06
882	5.996131E+07	5.596458E+03	1.044895E+07	9.244203E+05	0.000000E+00	9.300168E+05	8.424303E+05	2.374481E+06	3.389011E+06	1.663229E+06	2.179796E+06
883	5.995846E+07	3.230502E+03	1.075857E+07	6.200081E+05	0.000000E+00	6.232386E+05	7.692529E+05	3.158045E+06	3.278890E+06	1.624615E+06	1.927770E+06
884	5.995369E+07	7.212636E+03	1.032244E+07	1.056922E+06	0.000000E+00	1.064135E+06	6.545538E+05	5.039906E+06	2.354200E+06	1.109325E+06	1.164458E+06
885	5.994036E+07	2.102422E+03	1.102469E+07	3.731085E+05	0.000000E+00	3.752109E+05	3.181559E+05	5.480175E+06	2.202222E+06	8.235143E+05	2.200627E+06
886	5.993616E+07	7.013172E+02	1.125042E+07	1.529931E+05	0.000000E+00	1.536944E+05	2.090028E+05	7.125503E+06	1.997577E+06	4.941746E+05	1.424158E+06
887	5.994067E+07	5.090304E+03	1.054037E+07	8.541302E+05	0.000000E+00	8.592205E+05	3.139330E+05	4.743899E+06	3.361322E+06	1.615229E+06	5.059874E+05
888	5.994712E+07	2.189925E+03	1.107581E+07	3.151631E+05	0.000000E+00	3.173530E+05	4.806235E+05	5.749460E+06	2.738750E+06	2.926437E+05	1.814328E+06
889	5.993324E+07	6.058776E+03	1.057128E+07	8.296861E+05	0.000000E+00	8.357449E+05	1.424528E+05	8.743775E+06	1.035296E+06	4.845683E+05	1.651906E+05
890	5.994994E+07	5.653437E+03	1.053805E+07	8.466225E+05	0.000000E+00	8.522759E+05	5.722639E+05	6.392340E+06	1.025538E+06	1.009368E+06	1.538544E+06
891	5.995209E+07	8.213542E+03	1.010918E+07	1.270780E+06	0.000000E+00	1.278994E+06	6.126784E+05	3.483785E+06	2.887188E+06	1.780066E+06	1.345465E+06
892	5.994210E+07	4.213654E+03	1.085510E+07	5.388543E+05	0.000000E+00	5.430680E+05	3.586432E+05	8.398915E+06	1.701598E+06	4.347022E+04	3.524725E+05
893	5.996796E+07	4.269769E+03	1.082269E+07	5.453516E+05	0.000000E+00	5.496214E+05	1.019964E+06	7.167830E+06	1.382449E+06	3.882692E+04	1.213616E+06
894	5.993803E+07	1.311225E+03	1.120029E+07	2.006448E+05	0.000000E+00	2.019560E+05	2.564638E+05	6.933348E+06	2.011789E+06	2.670598E+05	1.731630E+06
895	5.994099E+07	5.156368E+03	1.064752E+07	7.465972E+05	0.000000E+00	7.517536E+05	3.296455E+05	7.027788E+06	2.144694E+06	7.238083E+05	4.215889E+05
896	5.996187E+07	1.367844E+03	1.120057E+07	1.764633E+05	0.000000E+00	1.778311E+05	8.625813E+05	7.386032E+06	1.594082E+06	2.595277E+04	1.331920E+06
897	5.993238E+07	3.595602E+03	1.094901E+07	4.552804E+05	0.000000E+00	4.588760E+05	1.165276E+05	7.817772E+06	1.587938E+06	2.207430E+03	1.424565E+06
898	5.995335E+07	2.355675E+03	1.101525E+07	3.693134E+05	0.000000E+00	3.716691E+05	6.338570E+05	5.866561E+06	3.054931E+06	5.478253E+05	9.120738E+05
899	5.996666E+07	5.509302E+03	1.061776E+07	7.503335E+05	0.000000E+00	7.558428E+05	9.856882E+05	5.768936E+06	1.876866E+06	4.090268E+05	1.577242E+06
900	5.996552E+07	9.246472E+02	1.117542E+07	1.984001E+05	0.000000E+00	1.993247E+05	9.542594E+05	6.351182E+06	1.913578E+06	6.260609E+05	1.330343E+06
901	5.993518E+07	4.240582E+03	1.069068E+07	7.101649E+05	0.000000E+00	7.144055E+05	1.936213E+05	7.991134E+06	1.076986E+06	1.334940E+06	9.400027E+04
902	5.995783E+07	7.383719E+03	1.022862E+07	1.146445E+06	0.000000E+00	1.153829E+06	7.806681E+05	5.630430E+06	5.146387E+05	1.631401E+06	1.671482E+06
903	5.993330E+07	3.534628E+03	1.090078E+07	5.026664E+05	0.000000E+00	5.062010E+05	1.470753E+05	7.289348E+06	1.144152E+06	4.260362E+05	1.894165E+06
904	5.995428E+07	2.294032E+03	1.097577E+07	4.079266E+05	0.000000E+00	4.102206E+05	6.659138E+05	7.135505E+06	2.060505E+06	9.048277E+05	2.090193E+05
905	5.995081E+07	2.952193E+03	1.092880E+07	4.577156E+05	0.000000E+00	4.606678E+05	5.753304E+05	6.538093E+06	2.431779E+06	6.471867E+05	7.364080E+05
906	5.993252E+07	7.032819E+03	1.030263E+07	1.098091E+06	0.000000E+00	1.105124E+06	1.101564E+05	5.470316E+06	2.993778E+06	1.601012E+06	1.273667E+05
907	5.994889E+07	2.568476E+03	1.086165E+07	5.271646E+05	0.000000E+00	5.297331E+05	5.425943E+05	7.066711E+06	1.094610E+06	1.554854E+06	6.028800E+05
908	5.995708E+07	5.276514E+03	1.061464E+07	7.632687E+05	0.000000E+00	7.685452E+05	7.282319E+05	5.899195E+06	3.046940E+06	7.351000E+05	2.051731E+05
909	5.994096E+07	6.730829E+03	1.038819E+07	1.004385E+06	0.000000E+00	1.011116E+06	3.401529E+05	4.761399E+06	1.874111E+06	1.174181E+06	2.238347E+06
910	5.994094E+07	2.026055E+03	1.099165E+07	4.056567E+05	0.000000E+00	4.076828E+05	3.461637E+05	8.256027E+06	4.344789E+05	1.148198E+06	8.067843E+05
911	5.993297E+07	7.466109E+03	1.028814E+07	1.111696E+06	0.000000E+00	1.119162E+06	1.497554E+05	7.880205E+06	1.782559E+05	1.283928E+06	7.959927E+05
912	5.996275E+07	1.613056E+03	1.107821E+07	2.977030E+05	0.000000E+00	2.993161E+05	9.026724E+05	7.583538E+06	1.639373E+05	7.198269E+05	1.708231E+06
913	5.994314E+07	2.883978E+03	1.090325E+07	4.909951E+05	0.000000E+00	4.938791E+05	4.054763E+05	8.292180E+06	1.483259E+05	9.695598E+05	1.087705E+06
914	5.995457E+07	5.795295E+03	1.056176E+07	8.181403E+05	0.000000E+00	8.239356E+05	6.848324E+05	7.828028E+06	9.986658E+05	6.522150E+05	3.980160E+05
915	5.993406E+07	6.552565E+03	1.040997E+07	9.896831E+05	0.000000E+00	9.962357E+05	1.455963E+05	5.724848E+06	3.198368E+06	1.234609E+06	1.065499E+05
916	5.996226E+07	5.625418E+03	1.057985E+07	7.925321E+05	0.000000E+00	7.981575E+05	8.748454E+05	6.176280E+06	1.738230E+06	6.205896E+05	1.169907E+06
917	5.995691E+07	5.203411E+03	1.055598E+07	8.221665E+05	0.000000E+00	8.273699E+05	7.336150E+05	4.296568E+06	2.723639E+06	1.259281E+06	1.542881E+06
918	5.996105E+07	4.279938E+03	1.077598E+07	5.989567E+05	0.000000E+00	6.032366E+05	8.346278E+05	5.610009E+06	2.631472E+06	4.412473E+05	1.258626E+06
919	5.996404E+07	2.274271E+03	1.103492E+07	3.390403E+05	0.000000E+00	3.413146E+05	9.121710E+05	6.709978E+06	2.169760E+06	3.942045E+05	8.488076E+05
920	5.996139E+07	7.781441E+03	1.015513E+07	1.215969E+06	0.000000E+00	1.223750E+06	8.695120E+05	5.743233E+06	5.859761E+05	1.779048E+06	1.177361E+06
921	5.995282E+07	6.755108E+03	1.035271E+07	1.027981E+06	0.000000E+00	1.034736E+06	6.382558E+05	6.929475E+06	1.422493E+06	1.332049E+06	3.043922E+04
922	5.996540E+07	6.358336E+03	1.038115E+07	9.873664E+05	0.000000E+00	9.937247E+05	9.516543E+05	4.568236E+06	2.364625E+06	1.405838E+06	1.090793E+06
923	5.995224E+07	4.300170E+02	1.128722E+07	1.003863E+05	0.000000E+00	1.008163E+05	6.224530E+05	6.602842E+06	1.550915E+06	3.535999E+05	2.157408E+06
924	5.996577E+07	1.459218E+03	1.102198E+07	3.510604E+05	0.000000E+00	3.525196E+05	9.705991E+05	7.309615E+06	9.066103E+05	1.279975E+06	5.551762E+05
925	5.995973E+07	6.596576E+03	1.039818E+07	9.757599E+05	0.000000E+00	9.823565E+05	8.296439E+05	6.700507E+06	1.714040E+05	1.084678E+06	1.611946E+06
926	5.996371E+07	2.418725E+03	1.084699E+07	5.271522E+05	0.000000E+00	5.295709E+05	8.993598E+05	4.061871E+06	3.242893E+06	1.700516E+06	9.423490E+05
927	5.994930E+07	5.711612E+03	1.054023E+07	8.450260E+05	0.000000E+00	8.507376E+05	5.409611E+05	5.425916E+06	2.460815E+06	9.404644E+05	1.172071E+06
928	5.997119E+07	4.782645E+03	1.071239E+07	6.519023E+05	0.000000E+00	6.566849E+05	1.092412E+06	4.980301E+06	2.666101E+06	3.591922E+05	1.614387E+06
929	5.992973E+07	2.769499E+03	1.088136E+07	5.264119E+05	0.000000E+00	5.291814E+05	5.303178E+04	6.652809E+06	1.642402E+06	1.353403E+06	1.179713E+06
930	5.994237E+07	5.999906E+03	1.045920E+07	9.327027E+05	0.000000E+00	9.387026E+05	3.655847E+05	4.830931E+06	2.643461E+06	1.334248E+06	1.284971E+06
931	5.995858E+07	2.752803E+03	1.101797E+07	3.609708E+05	0.000000E+00	3.637236E+05	7.908874E+05	8.686364E+06	3.676218E+05	9.711980E+04	1.075977E+06
932	5.996379E+07	3.257178E+03	1.088776E+07	4.854612E+05	0.000000E+00	4.887184E+05	9.137474E+05	7.178857E+06	1.450260E+06	5.637478E+05	7.811514E+05
933	5.995308E+07	6.301294E+03	1.045528E+07	9.256103E+05	0.000000E+00	9.319116E+05	6.610348E+05	6.260343E+06	3.179105E+05	9.863460E+05	2.229648E+06
934	5.997057E+07	1.986386E+03	1.105468E+07	3.130361E+05	0.000000E+00	3.150225E+05	1.077505E+06	5.084802E+06	2.568840E+06	4.743937E+05	1.849138E+06
935	5.996360E+07	2.337624E+03	1.094132E+07	4.330070E+05	0.000000E+00	4.353446E+05	9.141756E+05	7.732039E+06	9.210280E+05	1.055311E+06	3.187676E+05
936	5.994632E+07	4.668664E+03	1.077043E+07	6.188550E+05	0.000000E+00	6.235237E+05	4.623558E+05	7.725129E+06	2.097796E+06	2.159419E+05	2.692038E+05
937	5.996048E+07	5.694546E+03	1.057709E+07	7.970106E+05	0.000000E+00	8.027051E+05	8.400299E+05	7.787735E+06	5.199863E+05	5.877516E+05	8.415887E+05
938	5.994992E+07	5.497917E+03	1.056116E+07	8.236920E+05	0.000000E+00	8.291899E+05	5.733267E+05	6.382591E+06	9.033035E+05	9.843637E+05	1.717576E+06
939	5.994804E+07	3.051641E+03	1.092868E+07	4.604962E+05	0.000000E+00	4.635478E+05	5.141414E+05	5.836039E+06	1.945942E+06	5.717777E+05	2.060780E+06
940	5.993535E+07	1.983665E+03	1.103673E+07	3.662096E+05	0.000000E+00	3.681933E+05	2.072403E+05	9.160345E+06	2.208721E+04	8.860395E+05	7.610178E+05
941	5.992873E+07	2.544580E+03	1.096863E+07	4.403570E+05	0.000000E+00	4.429016E+05	3.754738E+04	9.330097E+06	1.876622E+05	9.104091E+05	5.029187E+05
942	5.994213E+07	6.981956E+03	1.034939E+07	1.041768E+06	0.000000E+00	1.048750E+06	3.553081E+05	4.276463E+06	3.114387E+06	1.217292E+06	1.385939E+06
943	5.993697E+07	3.263449E+03	1.094568E+07	4.543577E+05	0.000000E+00	4.576211E+05	2.284397E+05	5.948132E+06	2.381346E+06	3.184041E+05	2.069358E+06
944	5.996803E+07	2.617942E+03	1.100440E+07	3.652162E+05	0.000000E+00	3.678341E+05	1.020596E+06	7.297904E+06	1.437251E+06	2.610381E+05	9.876141E+05
945	5.996231E+07	6.286351E+03	1.041489E+07	9.567838E+05	0.000000E+00	9.630702E+05	8.709880E+05	4.228741E+06	2.661904E+06	1.240669E+06	1.412585E+06
946	5.994441E+07	4.582839E+03	1.067823E+07	7.130389E+05	0.000000E+00	7.176217E+05	4.148469E+05	5.448920E+06	2.651694E+06	1.023918E+06	1.138856E+06
947	5.993897E+07	2.901251E+03	1.099874E+07	3.996536E+05	0.000000E+00	4.025549E+05	2.694992E+05	7.112822E+06	2.820629E+06	2.501700E+05	5.456214E+05
948	5.994144E+07	4.015623E+03	1.076094E+07	6.338743E+05	0.000000E+00	6.378899E+05	3.408772E+05	5.700059E+06	2.497717E+06	9.670902E+05	1.255197E+06
949	5.996774E+07	5.225037E+03	1.064212E+07	7.251858E+05	0.000000E+00	7.304108E+05	1.002551E+06	4.964403E+06	2.883769E+06	4.922788E+05	1.299115E+06
950	5.996481E+07	1.481605E+03	1.103011E+07	3.438602E+05	0.000000E+00	3.453418E+05	9.487646E+05	5.585525E+06	1.162730E+06	1.202803E+06	2.130292E+06
951	5.994560E+07	4.604690E+03	1.066141E+07	7.286611E+05	0.000000E+00	7.332658E+05	4.559000E+05	6.938918E+06	1.393917E+06	1.122812E+06	7.498644E+05
952	5.995493E+07	2.810198E+03	1.100082E+07	3.817048E+05	0.000000E+00	3.845150E+05	6.927215E+05	8.497027E+06	8.910144E+05	2.007374E+05	7.193237E+05
953	5.994944E+07	2.163718E+03	1.103746E+07	3.512000E+05	0.000000E+00	3.533637E+05	5.461320E+05	8.022552E+06	1.648665E+06	5.953384E+05	2.247718E+05
954	5.996521E+07	1.780603E+03	1.105121E+07	3.220720E+05	0.000000E+00	3.238526E+05	9.416408E+05	4.943367E+06	2.648062E+06	7.441899E+05	1.773949E+06
955	5.996133E+07	4.818264E+03	1.055696E+07	8.171602E+05	0.000000E+00	8.219785E+05	8.681650E+05	6.147920E+06	4.719221E+05	1.595648E+06	1.473300E+06
956	5.994468E+07	5.226021E+03	1.066154E+07	7.288238E+05	0.000000E+00	7.340498E+05	4.176687E+05	6.696201E+06	2.632655E+06	5.193037E+05	3.957072E+05
957	5.994252E+07	6.806310E+03	1.040685E+07	9.840941E+05	0.000000E+00	9.909004E+05	3.646801E+05	5.008111E+06	2.955640E+06	9.446431E+05	1.133774E+06
958	5.996300E+07	6.474347E+03	1.045929E+07	9.115029E+05	0.000000E+00	9.179772E+05	9.081628E+05	7.243059E+06	3.427829E+05	7.093975E+05	1.255884E+06
959	5.994424E+07	1.598965E+03	1.102654E+07	3.678914E+05	0.000000E+00	3.694904E+05	4.296338E+05	8.845270E+06	2.894244E+05	1.273415E+06	1.887924E+05
960	5.996188E+07	6.907996E+03	1.032684E+07	1.044640E+06	0.000000E+00	1.051548E+06	8.738652E+05	4.327178E+06	1.573268E+06	1.311374E+06	2.241154E+06
961	5.995253E+07	3.875481E+03	1.088499E+07	4.988619E+05	0.000000E+00	5.027374E+05	6.269854E+05	6.798580E+06	1.745314E+06	6.501150E+04	1.649102E+06
962	5.995237E+07	4.149692E+03	1.071907E+07	6.646790E+05	0.000000E+00	6.688287E+05	6.110898E+05	5.865204E+06	2.918973E+06	1.073540E+06	2.502601E+05
963	5.995108E+07	3.939654E+03	1.065631E+07	7.289278E+05	0.000000E+00	7.328675E+05	5.997338E+05	6.872269E+06	1.031410E+06	1.772162E+06	3.807386E+05
964	5.994535E+07	2.503332E+03	1.084752E+07	5.449082E+05	0.000000E+00	5.474115E+05	4.402360E+05	5.535985E+06	2.488442E+06	1.754741E+06	6.281135E+05
965	5.996347E+07	6.582361E+03	1.044394E+07	9.262832E+05	0.000000E+00	9.328656E+05	8.934388E+05	3.718083E+06	3.296304E+06	7.179505E+05	1.818165E+06
966	5.993651E+07	2.797738E+03	1.103781E+07	3.631477E+05	0.000000E+00	3.659454E+05	2.081972E+05	6.761378E+06	2.838756E+06	7.012715E+04	1.159355E+06
967	5.993135E+07	4.001162E+03	1.082629E+07	5.786165E+05	0.000000E+00	5.826177E+05	8.250107E+04	7.391848E+06	2.343165E+06	5.561361E+05	4.526433E+05
968	5.995926E+07	2.819863E+03	1.086645E+07	5.117371E+05	0.000000E+00	5.145570E+05	8.054690E+05	7.778381E+06	8.299582E+05	1.191507E+06	2.611394E+05
969	5.993075E+07	4.716073E+03	1.066430E+07	7.405095E+05	0.000000E+00	7.452256E+05	9.558576E+04	7.264448E+06	1.753252E+05	1.105535E+06	2.023403E+06
970	5.995682E+07	5.844556E+03	1.049622E+07	8.813896E+05	0.000000E+00	8.872342E+05	7.415736E+05	7.065856E+06	1.197794E+06	1.090766E+06	4.002265E+05
971	5.994608E+07	6.033265E+03	1.060158E+07	7.865778E+05	0.000000E+00	7.926111E+05	4.497605E+05	6.041604E+06	3.043877E+06	1.778208E+05	8.885157E+05
