simul	U	Np	Pu	Am	Cm	MA	Pu-238	Pu-239	Pu-240	Pu-241	Pu-242
546	6.100304E+07	2.254401E+04	8.441277E+06	3.227376E+05	2.097945E+04	3.662610E+05	4.382194E+05	6.731261E+06	5.099034E+05	2.239407E+05	5.379252E+05
547	5.906590E+07	2.229129E+04	1.025668E+07	4.388284E+05	2.632350E+04	4.874432E+05	8.047714E+05	6.029352E+06	2.614104E+06	6.341467E+05	1.742896E+05
548	6.052975E+07	2.351874E+04	8.755046E+06	4.757041E+05	3.020064E+04	5.294235E+05	2.893618E+05	5.698163E+06	3.283163E+05	8.501638E+05	1.588974E+06
549	6.053573E+07	2.409179E+04	8.746014E+06	4.743976E+05	3.085036E+04	5.293398E+05	2.760837E+05	6.680091E+06	5.964163E+05	2.551259E+05	9.382545E+05
550	5.749081E+07	2.553508E+04	1.150741E+07	7.457069E+05	4.423149E+04	8.154735E+05	4.514959E+05	4.889542E+06	2.594632E+06	1.255562E+06	2.316097E+06
551	5.664874E+07	2.399469E+04	1.264227E+07	4.659174E+05	2.880765E+04	5.187198E+05	5.355874E+05	5.917427E+06	3.802497E+06	5.453917E+05	1.841304E+06
552	6.002824E+07	2.087948E+04	9.513634E+06	2.331191E+05	1.418347E+04	2.681820E+05	7.463754E+05	6.268072E+06	1.845365E+06	4.891568E+05	1.646527E+05
553	6.029191E+07	2.320528E+04	9.086087E+06	3.856894E+05	2.504824E+04	4.339429E+05	7.223152E+05	6.033443E+06	4.770566E+05	4.808659E+05	1.372344E+06
554	5.700696E+07	2.785443E+04	1.188141E+07	8.419269E+05	5.115772E+04	9.209390E+05	3.343662E+05	6.490942E+06	2.546703E+06	3.006907E+05	2.208635E+06
555	5.985510E+07	2.255399E+04	9.585679E+06	3.263384E+05	2.101847E+04	3.699108E+05	6.593468E+05	6.293648E+06	1.249546E+06	3.783762E+05	1.004716E+06
556	6.079855E+07	2.423931E+04	8.269790E+06	6.787197E+05	4.127564E+04	7.442347E+05	3.357020E+05	6.021994E+06	8.364502E+05	8.010041E+05	2.746255E+05
557	5.916686E+07	2.569601E+04	9.981978E+06	5.967877E+05	3.778736E+04	6.602711E+05	8.164221E+05	6.739913E+06	6.644904E+05	6.508566E+04	1.695995E+06
558	5.845878E+07	2.307381E+04	1.096245E+07	3.445952E+05	2.209912E+04	3.897681E+05	5.449857E+05	6.019856E+06	1.918392E+06	5.158419E+05	1.963301E+06
559	6.088056E+07	2.201218E+04	8.569427E+06	3.205097E+05	2.032998E+04	3.628519E+05	6.791036E+05	5.834106E+06	3.154062E+05	6.921303E+05	1.048631E+06
560	6.086158E+07	2.451546E+04	8.294926E+06	5.930830E+05	3.755665E+04	6.551551E+05	1.663020E+05	6.585967E+06	5.442355E+05	4.156465E+05	5.827485E+05
561	6.087027E+07	2.334077E+04	8.286893E+06	5.961358E+05	3.599839E+04	6.554750E+05	2.422720E+05	6.027425E+06	1.020577E+06	8.578856E+05	1.387256E+05
562	5.638155E+07	2.675666E+04	1.256468E+07	7.868801E+05	4.766087E+04	8.612976E+05	8.831390E+05	6.398721E+06	3.923466E+06	2.009352E+05	1.158372E+06
563	6.032697E+07	2.205006E+04	9.056840E+06	3.836043E+05	2.355655E+04	4.292109E+05	1.454861E+05	5.953458E+06	1.313850E+06	8.513209E+05	7.926917E+05
564	6.017119E+07	2.262517E+04	9.074217E+06	5.135139E+05	3.080023E+04	5.669393E+05	5.079817E+04	6.091960E+06	1.843982E+06	8.803684E+05	2.070996E+05
565	5.959557E+07	2.160175E+04	9.895339E+06	2.800818E+05	1.744176E+04	3.191253E+05	7.572030E+05	6.253328E+06	1.927904E+06	4.432040E+05	5.136729E+05
566	5.993601E+07	2.444359E+04	9.263077E+06	5.528232E+05	3.512822E+04	6.123950E+05	3.468219E+04	6.570079E+06	1.265587E+06	4.231027E+05	9.695863E+05
567	5.941766E+07	2.396630E+04	9.705354E+06	6.265706E+05	3.787172E+04	6.884086E+05	4.246300E+05	6.023011E+06	2.078074E+06	7.413413E+05	4.382769E+05
568	6.092573E+07	2.453374E+04	8.130883E+06	6.884799E+05	4.221206E+04	7.552257E+05	3.452165E+05	6.285861E+06	7.327499E+05	6.294908E+05	1.375566E+05
569	5.751582E+07	2.444341E+04	1.183211E+07	4.100595E+05	2.657928E+04	4.610822E+05	1.962229E+05	6.784135E+06	2.507108E+06	1.324638E+05	2.212102E+06
570	5.837661E+07	2.428452E+04	1.071762E+07	6.559394E+05	3.905482E+04	7.192788E+05	2.436091E+05	5.286269E+06	2.467555E+06	1.175941E+06	1.544191E+06
571	5.953101E+07	2.370216E+04	9.845815E+06	3.837172E+05	2.510122E+04	4.325206E+05	5.254790E+05	6.859166E+06	1.122907E+06	7.068503E+04	1.267523E+06
572	6.033415E+07	2.220037E+04	9.093247E+06	3.385899E+05	2.123721E+04	3.820275E+05	4.793586E+05	6.787562E+06	1.538254E+06	2.413179E+05	4.674874E+04
573	5.816594E+07	2.238234E+04	1.133713E+07	2.664919E+05	1.730635E+04	3.061806E+05	3.541457E+05	6.581304E+06	2.889494E+06	2.552045E+05	1.256929E+06
574	5.908627E+07	2.627360E+04	9.801991E+06	8.454411E+05	5.132232E+04	9.230370E+05	5.405992E+05	6.010816E+06	1.807812E+06	6.482071E+05	7.945212E+05
575	5.759231E+07	2.365939E+04	1.175513E+07	4.140088E+05	2.617138E+04	4.638396E+05	8.447705E+04	6.033552E+06	2.998053E+06	6.151036E+05	2.023875E+06
576	5.894308E+07	2.403836E+04	1.027063E+07	5.397393E+05	3.355695E+04	5.973346E+05	5.497634E+04	6.413766E+06	2.319880E+06	5.339244E+05	9.480469E+05
577	6.059701E+07	2.428399E+04	8.566741E+06	5.870716E+05	3.684992E+04	6.482055E+05	6.135237E+04	6.491728E+06	8.774877E+05	5.208544E+05	6.152912E+05
578	6.077738E+07	2.217666E+04	8.740679E+06	2.551179E+05	1.699952E+04	2.942941E+05	7.456743E+04	6.494516E+06	4.851084E+05	4.293372E+05	1.257097E+06
579	5.610023E+07	2.632173E+04	1.293693E+07	7.041894E+05	4.217088E+04	7.726820E+05	7.346463E+05	5.666904E+06	3.313363E+06	6.310261E+05	2.590903E+06
580	6.102169E+07	2.154785E+04	8.529051E+06	2.249011E+05	1.462338E+04	2.610724E+05	1.660384E+05	6.554020E+06	6.045916E+05	4.239850E+05	7.803806E+05
581	5.999396E+07	2.363093E+04	9.134668E+06	6.221050E+05	3.733747E+04	6.830734E+05	6.445643E+05	5.851268E+06	1.589821E+06	8.142533E+05	2.347468E+05
582	6.007628E+07	2.450706E+04	9.148470E+06	5.270962E+05	3.369818E+04	5.853014E+05	5.002592E+05	6.741156E+06	8.207528E+05	1.832524E+05	9.030084E+05
583	6.036011E+07	2.545124E+04	8.512132E+06	8.639154E+05	5.162814E+04	9.409948E+05	2.246957E+05	5.784565E+06	1.162132E+06	1.004949E+06	3.357741E+05
584	6.088455E+07	2.483166E+04	8.088491E+06	7.681381E+05	4.639327E+04	8.393631E+05	7.418244E+05	5.782763E+06	5.640424E+05	8.254610E+05	1.743872E+05
585	5.470247E+07	2.763231E+04	1.417625E+07	8.525400E+05	4.955699E+04	9.297293E+05	1.076031E+06	5.469950E+06	4.367062E+06	6.169676E+05	2.646153E+06
586	5.870719E+07	2.388537E+04	1.031701E+07	7.229889E+05	4.197770E+04	7.888520E+05	1.491425E+05	5.453082E+06	2.914650E+06	1.255368E+06	5.447429E+05
587	6.038631E+07	2.275707E+04	8.920655E+06	4.540733E+05	2.800709E+04	5.048375E+05	2.874249E+05	6.234672E+06	1.298889E+06	6.461157E+05	4.535318E+05
588	6.087226E+07	2.367548E+04	8.472860E+06	4.150584E+05	2.732743E+04	4.660613E+05	3.355499E+04	6.904042E+06	4.551796E+05	2.024932E+05	8.775522E+05
589	6.075392E+07	2.206928E+04	8.599446E+06	4.112708E+05	2.498904E+04	4.583291E+05	4.735385E+05	6.130301E+06	1.153460E+06	6.953277E+05	1.468085E+05
590	5.922854E+07	2.585607E+04	9.661024E+06	8.471055E+05	5.066644E+04	9.236280E+05	7.716524E+05	5.233759E+06	1.435139E+06	1.049645E+06	1.170778E+06
591	5.876501E+07	2.075584E+04	1.086241E+07	1.519361E+05	9.621450E+03	1.823134E+05	3.235373E+05	6.490455E+06	2.875197E+06	4.028447E+05	7.703454E+05
592	5.984848E+07	2.183093E+04	9.548154E+06	3.706641E+05	2.248696E+04	4.149820E+05	7.706455E+05	5.774440E+06	1.655681E+06	7.683330E+05	5.790250E+05
593	6.050344E+07	2.187871E+04	9.030335E+06	2.385548E+05	1.558953E+04	2.760230E+05	2.868345E+05	6.938771E+06	1.200026E+06	1.496517E+05	4.550296E+05
594	5.952219E+07	2.158866E+04	9.902351E+06	3.451511E+05	2.086497E+04	3.876047E+05	1.525245E+05	5.988130E+06	2.235631E+06	8.424282E+05	6.836092E+05
595	5.980065E+07	2.401030E+04	9.405816E+06	5.460495E+05	3.410250E+04	6.041623E+05	3.965119E+05	6.463477E+06	1.553436E+06	4.215650E+05	5.707996E+05
596	5.585396E+07	2.817156E+04	1.281771E+07	1.053408E+06	6.082100E+04	1.142401E+06	2.187141E+05	4.461532E+06	4.019945E+06	1.520641E+06	2.596802E+06
597	6.080417E+07	2.475516E+04	8.236817E+06	7.026477E+05	4.321261E+04	7.706154E+05	1.604266E+05	6.477372E+06	9.109862E+05	5.686875E+05	1.193384E+05
598	6.018977E+07	2.238982E+04	9.123247E+06	4.504019E+05	2.732834E+04	5.001201E+05	4.950318E+05	5.606249E+06	1.256611E+06	9.591323E+05	8.061865E+05
599	5.871875E+07	2.155528E+04	1.055599E+07	4.879782E+05	2.778728E+04	5.373208E+05	9.034525E+05	5.093787E+06	3.064471E+06	1.258535E+06	2.357324E+05
600	5.881365E+07	2.327508E+04	1.057533E+07	3.737122E+05	2.408414E+04	4.210714E+05	3.745557E+05	6.494164E+06	2.139319E+06	3.057201E+05	1.261525E+06
601	5.939282E+07	2.339979E+04	9.814748E+06	5.463269E+05	3.317137E+04	6.028981E+05	6.343098E+05	6.144012E+06	2.159704E+06	5.985278E+05	2.781783E+05
602	6.035851E+07	2.198696E+04	8.984367E+06	4.222527E+05	2.543853E+04	4.696782E+05	2.356392E+05	5.952089E+06	1.538843E+06	8.804170E+05	3.773617E+05
603	5.846236E+07	2.460467E+04	1.077874E+07	5.127220E+05	3.230293E+04	5.696296E+05	5.310365E+05	6.167510E+06	1.680637E+06	4.500154E+05	1.949471E+06
604	5.919601E+07	2.434565E+04	9.907817E+06	6.474141E+05	3.914348E+04	7.109032E+05	3.012008E+05	5.101505E+06	1.495782E+06	1.238156E+06	1.771106E+06
605	6.121224E+07	2.186206E+04	8.315591E+06	2.443588E+05	1.589873E+04	2.821195E+05	2.914997E+05	7.018479E+06	6.370724E+05	1.249123E+05	2.436147E+05
606	5.865812E+07	2.491360E+04	1.045898E+07	6.311516E+05	3.889002E+04	6.949552E+05	5.062236E+05	5.727327E+06	1.900934E+06	7.477603E+05	1.576670E+06
607	5.528286E+07	3.045387E+04	1.319963E+07	1.227781E+06	6.972806E+04	1.327963E+06	8.051701E+05	5.185087E+06	3.658007E+06	9.247538E+05	2.626533E+06
608	5.938469E+07	2.174314E+04	9.957044E+06	4.241665E+05	2.508068E+04	4.709903E+05	1.107520E+05	5.738414E+06	2.529664E+06	1.054747E+06	5.234457E+05
609	5.818814E+07	2.683493E+04	1.066828E+07	8.762410E+05	5.230348E+04	9.553794E+05	9.598771E+05	5.365471E+06	1.752186E+06	8.481866E+05	1.742488E+06
610	5.907768E+07	2.328285E+04	1.028269E+07	4.014620E+05	2.559403E+04	4.503389E+05	5.601148E+05	6.202976E+06	1.807203E+06	4.355037E+05	1.276839E+06
611	5.786138E+07	2.751207E+04	1.096561E+07	9.028709E+05	5.398522E+04	9.843682E+05	7.564161E+05	5.639054E+06	1.783128E+06	7.263448E+05	2.060592E+06
612	5.946135E+07	2.410538E+04	9.811635E+06	4.835416E+05	3.066646E+04	5.383134E+05	6.934169E+05	6.096502E+06	9.011763E+05	4.760138E+05	1.644457E+06
613	5.771200E+07	2.251176E+04	1.181532E+07	2.441005E+05	1.611879E+04	2.827311E+05	5.344728E+04	6.477954E+06	3.071598E+06	3.505982E+05	1.861659E+06
614	6.123116E+07	2.152673E+04	8.263148E+06	2.790912E+05	1.756509E+04	3.181830E+05	4.651773E+05	6.122993E+06	3.698090E+05	6.281262E+05	6.770095E+05
615	6.028620E+07	2.339043E+04	8.903706E+06	5.658060E+05	3.444603E+04	6.236424E+05	1.345335E+05	5.791932E+06	1.215139E+06	9.664034E+05	7.956651E+05
616	5.940344E+07	2.609954E+04	9.491242E+06	8.429926E+05	5.095730E+04	9.200495E+05	4.804175E+05	5.059605E+06	1.031494E+06	1.191622E+06	1.728035E+06
617	6.091560E+07	2.394398E+04	8.304693E+06	5.332163E+05	3.374011E+04	5.909004E+05	8.889961E+04	6.756890E+06	7.284483E+05	3.604834E+05	3.699543E+05
618	5.756074E+07	2.571450E+04	1.132276E+07	8.519004E+05	4.975421E+04	9.273691E+05	6.162666E+05	5.655530E+06	3.410132E+06	9.022172E+05	7.385852E+05
619	6.090440E+07	2.168166E+04	8.630754E+06	2.373157E+05	1.524115E+04	2.742386E+05	1.459174E+05	7.180771E+06	1.173636E+06	9.633004E+04	3.409687E+04
620	5.840986E+07	2.377284E+04	1.078177E+07	5.615051E+05	3.402700E+04	6.193050E+05	3.226004E+05	6.067951E+06	2.845129E+06	6.966173E+05	8.494401E+05
621	5.912621E+07	2.470899E+04	9.784553E+06	8.294776E+05	4.810362E+04	9.022902E+05	7.959285E+05	5.071719E+06	2.132536E+06	1.271650E+06	5.126945E+05
622	5.932985E+07	2.225223E+04	1.024799E+07	1.972511E+05	1.365475E+04	2.331581E+05	1.335062E+05	6.593705E+06	1.326102E+06	2.919860E+05	1.902618E+06
623	6.038663E+07	2.224611E+04	9.132596E+06	2.537530E+05	1.696153E+04	2.929607E+05	5.900930E+05	6.094397E+06	4.304281E+05	4.706578E+05	1.546952E+06
624	5.986791E+07	2.317517E+04	9.366390E+06	5.219048E+05	3.178568E+04	5.768656E+05	6.143393E+05	6.053826E+06	1.665504E+06	6.607067E+05	3.719940E+05
625	6.008950E+07	2.063964E+04	9.532989E+06	1.567758E+05	9.778833E+03	1.871943E+05	3.609370E+05	6.718501E+06	1.931236E+06	3.131912E+05	2.091127E+05
626	5.623573E+07	2.845513E+04	1.256928E+07	9.201492E+05	5.435213E+04	1.002956E+06	1.106162E+06	6.142764E+06	2.723297E+06	2.771941E+05	2.319782E+06
627	6.054259E+07	2.596053E+04	8.404188E+06	7.910842E+05	4.924371E+04	8.662885E+05	5.473018E+04	6.193910E+06	5.686363E+05	6.804627E+05	9.064102E+05
628	6.007953E+07	2.467941E+04	9.034537E+06	6.347321E+05	3.947576E+04	6.988873E+05	5.071981E+05	5.776623E+06	7.791349E+05	7.625840E+05	1.208944E+06
629	5.726953E+07	2.311183E+04	1.201633E+07	4.735537E+05	2.839037E+04	5.250559E+05	4.189721E+05	5.711272E+06	3.682970E+06	8.322033E+05	1.370861E+06
630	5.723457E+07	2.701984E+04	1.168633E+07	8.133719E+05	4.869824E+04	8.890900E+05	1.001155E+06	5.744602E+06	2.219536E+06	5.631971E+05	2.157760E+06
631	5.543548E+07	3.051632E+04	1.285737E+07	1.413022E+06	7.742864E+04	1.520967E+06	3.345029E+05	4.288237E+06	4.078874E+06	1.740312E+06	2.415377E+06
632	6.087557E+07	2.214732E+04	8.476167E+06	4.133993E+05	2.527122E+04	4.608178E+05	3.436517E+05	6.029522E+06	9.251462E+05	7.789652E+05	3.988625E+05
633	5.916075E+07	2.372863E+04	9.972979E+06	6.176155E+05	3.691798E+04	6.782621E+05	8.198553E+05	5.481684E+06	2.001764E+06	9.296000E+05	7.400405E+05
634	5.730749E+07	2.501104E+04	1.168607E+07	7.489598E+05	4.378494E+04	8.177557E+05	8.170836E+05	5.286128E+06	3.359399E+06	1.007511E+06	1.215899E+06
635	5.960751E+07	2.555185E+04	9.485836E+06	6.521769E+05	4.091994E+04	7.186487E+05	4.150222E+05	6.155573E+06	6.566601E+05	5.335499E+05	1.724961E+06
636	6.004434E+07	2.480074E+04	8.976489E+06	7.212701E+05	4.377002E+04	7.898409E+05	7.778653E+05	6.133887E+06	1.373330E+06	5.764019E+05	1.149942E+05
637	5.902288E+07	2.205409E+04	1.047084E+07	2.756586E+05	1.762438E+04	3.153371E+05	2.622173E+05	6.844880E+06	2.604707E+06	2.068108E+05	5.522014E+05
638	5.828018E+07	2.201028E+04	1.114089E+07	3.470589E+05	2.114252E+04	3.902117E+05	2.051681E+05	5.984903E+06	3.080777E+06	7.607048E+05	1.109300E+06
639	6.017908E+07	2.323570E+04	9.229338E+06	3.557471E+05	2.346700E+04	4.024498E+05	3.922544E+05	6.582448E+06	8.422851E+05	2.518263E+05	1.160473E+06
640	6.034805E+07	2.297214E+04	9.027331E+06	3.891237E+05	2.495557E+04	4.370514E+05	5.320132E+05	6.003025E+06	6.198242E+05	5.901957E+05	1.282216E+06
641	5.997119E+07	2.552616E+04	9.120326E+06	6.522874E+05	4.095660E+04	7.187701E+05	7.877190E+05	6.483944E+06	4.292945E+05	2.620428E+05	1.157272E+06
642	5.951727E+07	2.622266E+04	9.431268E+06	7.875438E+05	4.880743E+04	8.625739E+05	6.130505E+05	6.165308E+06	1.236556E+06	4.850987E+05	9.312124E+05
643	5.815501E+07	2.593847E+04	1.060327E+07	9.719243E+05	5.562641E+04	1.053489E+06	9.063830E+05	5.192889E+06	2.929963E+06	1.175548E+06	3.984702E+05
644	6.053066E+07	2.196242E+04	8.988150E+06	2.518991E+05	1.635447E+04	2.902160E+05	4.403892E+05	7.035269E+06	1.245516E+06	5.732379E+04	2.096400E+05
645	5.776980E+07	2.727183E+04	1.113114E+07	8.323001E+05	5.041545E+04	9.099873E+05	5.149623E+05	5.972748E+06	1.886014E+06	5.800729E+05	2.177264E+06
646	5.873814E+07	2.208336E+04	1.069741E+07	3.306667E+05	2.051668E+04	3.732667E+05	2.347859E+05	6.824658E+06	3.137388E+06	2.857410E+05	2.148236E+05
647	6.015225E+07	2.674844E+04	8.691585E+06	8.894780E+05	5.471740E+04	9.709438E+05	2.570240E+05	5.459537E+06	3.833305E+05	1.013418E+06	1.578211E+06
648	5.832877E+07	2.718545E+04	1.040002E+07	9.978004E+05	5.878912E+04	1.083775E+06	5.806809E+05	5.372927E+06	2.205881E+06	1.031291E+06	1.209191E+06
649	5.860945E+07	2.248437E+04	1.087886E+07	2.802552E+05	1.826653E+04	3.210061E+05	4.793450E+04	6.897324E+06	2.740785E+06	1.876280E+05	1.005149E+06
650	5.979889E+07	2.171570E+04	9.676515E+06	2.966098E+05	1.851823E+04	3.368438E+05	1.705024E+05	6.095243E+06	1.683160E+06	7.088636E+05	1.018704E+06
651	5.583704E+07	2.495252E+04	1.322402E+07	6.869590E+05	3.978356E+04	7.516950E+05	1.064215E+06	4.174159E+06	3.896668E+06	1.419064E+06	2.669826E+06
652	5.782434E+07	2.456024E+04	1.133323E+07	5.900298E+05	3.622229E+04	6.508123E+05	9.120812E+05	6.347871E+06	3.091773E+06	2.895671E+05	6.919081E+05
653	6.053133E+07	2.275896E+04	8.886629E+06	3.469113E+05	2.243903E+04	3.921093E+05	3.766684E+05	6.821519E+06	9.991093E+05	1.877639E+05	5.015433E+05
654	6.045763E+07	2.294942E+04	8.898118E+06	4.060858E+05	2.578318E+04	4.548184E+05	1.094873E+05	6.815033E+06	1.268721E+06	3.122892E+05	3.925698E+05
655	5.983085E+07	2.717659E+04	9.009125E+06	8.918398E+05	5.491313E+04	9.739296E+05	1.147383E+05	5.816017E+06	4.496627E+05	8.428642E+05	1.785773E+06
656	6.039212E+07	2.111315E+04	9.040243E+06	3.383704E+05	2.005539E+04	3.795390E+05	3.849137E+05	5.981744E+06	1.736386E+06	8.448019E+05	9.239052E+04
657	5.951309E+07	2.202606E+04	9.905513E+06	3.505821E+05	2.164263E+04	3.942508E+05	3.596007E+04	5.934054E+06	1.908574E+06	8.518488E+05	1.175031E+06
658	5.975506E+07	2.562196E+04	9.314242E+06	6.752423E+05	4.213223E+04	7.429965E+05	5.747413E+05	5.975481E+06	4.090654E+05	6.024739E+05	1.752407E+06
659	5.581420E+07	2.901400E+04	1.281833E+07	1.087020E+06	6.239621E+04	1.178430E+06	9.162237E+05	5.045011E+06	3.364344E+06	9.848630E+05	2.507807E+06
660	5.743757E+07	2.641480E+04	1.161261E+07	6.909271E+05	4.276249E+04	7.601044E+05	1.598204E+05	6.370208E+06	2.486872E+06	4.145638E+05	2.181076E+06
661	5.875009E+07	2.202809E+04	1.060943E+07	4.054596E+05	2.430277E+04	4.517905E+05	1.350631E+05	6.080266E+06	3.030859E+06	8.035761E+05	5.596404E+05
662	5.707359E+07	2.486571E+04	1.210874E+07	5.657137E+05	3.508213E+04	6.256615E+05	8.251065E+05	6.401193E+06	3.525251E+06	2.111657E+05	1.145975E+06
663	6.116283E+07	2.256212E+04	8.245218E+06	3.587439E+05	2.302771E+04	4.043337E+05	5.761719E+04	6.503622E+06	4.118986E+05	4.976445E+05	7.744015E+05
664	6.116652E+07	2.146924E+04	8.408779E+06	2.007351E+05	1.313707E+04	2.353415E+05	2.737969E+05	6.837620E+06	6.015229E+05	2.285276E+05	4.672886E+05
665	5.994253E+07	2.402102E+04	9.372441E+06	4.430701E+05	2.879781E+04	4.958890E+05	2.048283E+05	6.714084E+06	8.831357E+05	2.554640E+05	1.314875E+06
666	5.892798E+07	2.171245E+04	1.033766E+07	4.962084E+05	2.843349E+04	5.463544E+05	8.615278E+05	5.206347E+06	2.885355E+06	1.201256E+06	1.831584E+05
667	5.914641E+07	2.346985E+04	9.887516E+06	7.141706E+05	4.118422E+04	7.788246E+05	3.930471E+05	5.392230E+06	2.708182E+06	1.264084E+06	1.299648E+05
668	5.902415E+07	2.506748E+04	1.004283E+07	6.767964E+05	4.159541E+04	7.434593E+05	7.144572E+05	6.129827E+06	1.927098E+06	5.022263E+05	7.691853E+05
669	6.043982E+07	2.266327E+04	9.015469E+06	3.115252E+05	2.043509E+04	3.546236E+05	3.544463E+05	6.890754E+06	1.017200E+06	1.299634E+05	6.230760E+05
670	5.852583E+07	2.358004E+04	1.054397E+07	6.786251E+05	3.934291E+04	7.415481E+05	9.069347E+05	5.375936E+06	2.930118E+06	1.055365E+06	2.756018E+05
671	5.854856E+07	2.394663E+04	1.077315E+07	4.354493E+05	2.791077E+04	4.873067E+05	4.506091E+05	6.733947E+06	2.273859E+06	1.493192E+05	1.165370E+06
672	5.920337E+07	2.631625E+04	9.785691E+06	7.493689E+05	4.661282E+04	8.222980E+05	2.759209E+05	6.342077E+06	1.238089E+06	4.687658E+05	1.460780E+06
673	5.969912E+07	2.361847E+04	9.604702E+06	4.538991E+05	2.892154E+04	5.064391E+05	2.193289E+05	6.719514E+06	1.655063E+06	2.866135E+05	7.241509E+05
674	5.848182E+07	2.386598E+04	1.093037E+07	3.498386E+05	2.308115E+04	3.967858E+05	6.280837E+05	6.737356E+06	1.405891E+06	6.611060E+04	2.092844E+06
675	5.891848E+07	2.639618E+04	1.001757E+07	8.015805E+05	4.908437E+04	8.770610E+05	3.014289E+05	5.655071E+06	1.391586E+06	8.561542E+05	1.813264E+06
676	5.804924E+07	2.231604E+04	1.150274E+07	2.202382E+05	1.470036E+04	2.572546E+05	3.592583E+05	6.596369E+06	2.689852E+06	2.127136E+05	1.644483E+06
677	6.154641E+07	2.091664E+04	8.072916E+06	1.605367E+05	1.031861E+04	1.917720E+05	1.260724E+05	6.845019E+06	4.637034E+05	3.050961E+05	3.330092E+05
678	5.704981E+07	2.536432E+04	1.201839E+07	6.747276E+05	4.083965E+04	7.409316E+05	1.041048E+06	5.837633E+06	3.359899E+06	5.006552E+05	1.279105E+06
679	6.013415E+07	2.449053E+04	8.997033E+06	6.196510E+05	3.855186E+04	6.826934E+05	7.283826E+04	5.823884E+06	8.749989E+05	8.777309E+05	1.347527E+06
680	5.630059E+07	2.490647E+04	1.291528E+07	5.357056E+05	3.305932E+04	5.936714E+05	3.357113E+05	6.092169E+06	3.885645E+06	4.864181E+05	2.115269E+06
681	6.082382E+07	2.434256E+04	8.260028E+06	6.634162E+05	4.066911E+04	7.284279E+05	7.114579E+05	5.892462E+06	5.187267E+05	7.225045E+05	4.148538E+05
682	6.077601E+07	2.259243E+04	8.553116E+06	4.331611E+05	2.679059E+04	4.825441E+05	4.853258E+05	6.207117E+06	9.021414E+05	6.031080E+05	3.554045E+05
683	6.082086E+07	2.311190E+04	8.433076E+06	5.050001E+05	3.119553E+04	5.593075E+05	3.151164E+05	5.903728E+06	6.533899E+05	8.246149E+05	7.361930E+05
684	5.953180E+07	2.450902E+04	9.673035E+06	5.473933E+05	3.475046E+04	6.066528E+05	1.758766E+05	6.389506E+06	1.430195E+06	4.594253E+05	1.217983E+06
685	5.758504E+07	2.497533E+04	1.165295E+07	5.142539E+05	3.257706E+04	5.718063E+05	1.426727E+05	6.554321E+06	2.641722E+06	3.008842E+05	2.013277E+06
686	6.148122E+07	2.149525E+04	7.977023E+06	3.130333E+05	1.927638E+04	3.538050E+05	4.890425E+05	6.210261E+06	4.166600E+05	6.229088E+05	2.381362E+05
687	5.757114E+07	2.435302E+04	1.166455E+07	5.193089E+05	3.193865E+04	5.756006E+05	7.417358E+05	5.539544E+06	2.391023E+06	7.353303E+05	2.256830E+06
688	5.973490E+07	2.217720E+04	9.649619E+06	3.810242E+05	2.339496E+04	4.265964E+05	7.938713E+05	5.921950E+06	1.660092E+06	6.468483E+05	6.268261E+05
689	5.689741E+07	2.529705E+04	1.210821E+07	7.369249E+05	4.339814E+04	8.056201E+05	5.251710E+05	5.465883E+06	3.657982E+06	9.461638E+05	1.512957E+06
690	5.702349E+07	2.575491E+04	1.186926E+07	8.436098E+05	4.887591E+04	9.182407E+05	1.016878E+06	5.170553E+06	3.475172E+06	1.017255E+06	1.189355E+06
691	6.029720E+07	2.381649E+04	8.818485E+06	6.354462E+05	3.838964E+04	6.976524E+05	4.342428E+05	5.618388E+06	1.099510E+06	9.901256E+05	6.761875E+05
692	5.946220E+07	2.539202E+04	9.685509E+06	5.985480E+05	3.796326E+04	6.619032E+05	5.548656E+05	6.769624E+06	9.565680E+05	1.356023E+05	1.268795E+06
693	6.081869E+07	2.185782E+04	8.581182E+06	3.680954E+05	2.256729E+04	4.125205E+05	4.931183E+05	5.969593E+06	8.892844E+05	7.523649E+05	4.767972E+05
694	5.650676E+07	2.912281E+04	1.190735E+07	1.297493E+06	7.253065E+04	1.399146E+06	2.420808E+05	4.874548E+06	3.800549E+06	1.499266E+06	1.490861E+06
695	6.045785E+07	2.252681E+04	9.074319E+06	2.387493E+05	1.630273E+04	2.775788E+05	4.879608E+05	6.967350E+06	4.470688E+05	2.559190E+04	1.146295E+06
696	5.911247E+07	2.526484E+04	9.891605E+06	7.390479E+05	4.470454E+04	8.090172E+05	7.984964E+05	5.245684E+06	1.415957E+06	9.910214E+05	1.440386E+06
697	6.018765E+07	2.496225E+04	8.899090E+06	6.573285E+05	4.103264E+04	7.233234E+05	7.577159E+05	6.458926E+06	1.020703E+06	3.121368E+05	3.495874E+05
698	6.105208E+07	2.336877E+04	8.145162E+06	5.591469E+05	3.435001E+04	6.168657E+05	1.853681E+05	5.776104E+06	4.561260E+05	9.592063E+05	7.683232E+05
699	5.945885E+07	2.734331E+04	9.273449E+06	9.937448E+05	5.988327E+04	1.080971E+06	5.818659E+05	5.464395E+06	1.108062E+06	9.463688E+05	1.172707E+06
