simul	U	Np	Pu	Am	Cm	MA	Pu-238	Pu-239	Pu-240	Pu-241	Pu-242
153	5.941745E+07	4.759762E+03	1.107818E+07	8.398773E+05	0.000000E+00	8.446371E+05	5.867634E+05	4.255353E+06	2.685384E+06	1.827324E+06	1.723360E+06
154	6.172515E+07	6.009885E+03	8.704978E+06	9.041383E+05	0.000000E+00	9.101482E+05	2.020470E+05	5.670196E+06	3.468787E+05	1.104825E+06	1.381031E+06
155	6.028722E+07	1.382840E+03	1.075740E+07	2.942667E+05	0.000000E+00	2.956495E+05	2.728513E+05	5.814012E+06	3.080015E+06	9.174718E+05	6.730507E+05
156	6.208213E+07	2.684888E+03	8.742875E+06	5.125809E+05	0.000000E+00	5.152658E+05	2.064937E+05	5.360480E+06	2.679049E+05	1.329372E+06	1.578624E+06
157	6.323164E+07	7.681434E+02	7.981781E+06	1.260824E+05	0.000000E+00	1.268505E+05	6.697904E+04	7.241735E+06	4.480598E+05	2.221400E+05	2.867643E+03
158	6.123951E+07	5.072562E+03	9.371846E+06	7.238431E+05	0.000000E+00	7.289157E+05	9.982092E+04	6.339598E+06	1.200374E+06	6.303607E+05	1.101692E+06
159	6.094409E+07	4.679020E+03	9.754994E+06	6.365048E+05	0.000000E+00	6.411838E+05	9.247842E+05	6.346972E+06	2.009406E+06	3.416201E+05	1.322120E+05
160	6.172914E+07	3.239426E+03	9.040226E+06	5.676619E+05	0.000000E+00	5.709013E+05	1.368405E+05	5.743674E+06	1.597751E+06	1.213295E+06	3.486651E+05
161	5.964023E+07	6.562787E+03	1.077893E+07	9.145418E+05	0.000000E+00	9.211046E+05	5.020460E+05	5.965435E+06	1.498785E+06	6.466907E+05	2.165978E+06
162	6.062739E+07	6.283791E+03	9.839306E+06	8.672937E+05	0.000000E+00	8.735775E+05	1.008097E+06	5.998188E+06	2.886138E+05	5.548241E+05	1.989583E+06
163	6.098739E+07	5.822351E+03	9.455094E+06	8.919715E+05	0.000000E+00	8.977939E+05	3.076265E+05	5.677808E+06	2.194541E+06	1.193773E+06	8.134548E+04
164	6.039933E+07	3.075764E+03	1.039501E+07	5.428522E+05	0.000000E+00	5.459280E+05	2.521455E+05	5.555968E+06	2.864570E+06	1.181761E+06	5.405667E+05
165	5.993676E+07	5.150509E+03	1.061121E+07	7.871559E+05	0.000000E+00	7.923064E+05	9.552014E+05	5.257013E+06	2.577414E+06	1.041479E+06	7.800983E+05
166	5.915905E+07	2.401649E+03	1.180429E+07	3.745266E+05	0.000000E+00	3.769282E+05	1.157794E+06	5.546276E+06	2.135817E+06	5.431761E+05	2.421229E+06
167	6.186708E+07	1.560633E+03	9.190103E+06	2.815272E+05	0.000000E+00	2.830878E+05	1.898656E+04	6.333631E+06	6.954924E+05	6.464315E+05	1.495562E+06
168	6.096044E+07	3.421428E+03	9.896337E+06	4.800719E+05	0.000000E+00	4.834933E+05	1.382926E+05	6.658070E+06	1.935594E+06	3.624258E+05	8.019542E+05
169	6.281064E+07	1.829202E+03	8.246239E+06	2.815595E+05	0.000000E+00	2.833887E+05	2.840589E+05	6.769860E+06	2.265874E+05	3.852736E+05	5.804586E+05
170	6.257620E+07	3.075439E+03	8.301313E+06	4.596786E+05	0.000000E+00	4.627540E+05	1.915190E+05	6.675467E+06	7.019507E+05	5.423262E+05	1.900504E+05
171	6.039475E+07	2.423871E+03	1.042679E+07	5.163067E+05	0.000000E+00	5.187306E+05	7.390842E+05	4.531688E+06	2.049386E+06	1.612085E+06	1.494547E+06
172	6.166465E+07	3.989163E+03	9.046167E+06	6.254695E+05	0.000000E+00	6.294587E+05	1.482464E+05	5.942197E+06	8.157206E+05	9.281967E+05	1.211806E+06
173	5.862374E+07	2.066491E+03	1.221860E+07	4.958650E+05	0.000000E+00	4.979315E+05	2.957510E+05	4.261994E+06	3.631622E+06	1.802701E+06	2.226532E+06
174	6.096664E+07	3.234369E+03	9.786302E+06	5.840959E+05	0.000000E+00	5.873303E+05	6.505372E+05	5.171431E+06	2.183302E+06	1.344623E+06	4.364089E+05
175	6.148162E+07	5.633317E+03	9.091651E+06	7.613622E+05	0.000000E+00	7.669955E+05	6.227815E+05	6.488241E+06	1.092245E+06	3.731494E+05	5.152342E+05
176	6.195757E+07	3.058971E+03	8.920129E+06	4.595134E+05	0.000000E+00	4.625724E+05	1.630164E+05	6.489791E+06	8.397192E+05	5.570837E+05	8.705191E+05
177	6.319531E+07	2.164915E+03	7.848870E+06	2.939282E+05	0.000000E+00	2.960931E+05	6.042283E+05	7.008798E+06	2.174321E+04	1.536523E+05	6.044840E+04
178	5.853562E+07	6.625367E+03	1.174700E+07	1.051030E+06	0.000000E+00	1.057655E+06	7.714156E+05	4.170159E+06	2.950751E+06	1.635613E+06	2.219065E+06
179	5.956340E+07	3.597198E+03	1.108748E+07	6.857995E+05	0.000000E+00	6.893967E+05	6.468386E+04	4.775903E+06	3.449552E+06	1.773751E+06	1.023590E+06
180	6.332130E+07	2.124093E+03	7.668568E+06	3.482808E+05	0.000000E+00	3.504049E+05	5.464843E+04	6.755569E+06	2.057228E+05	6.114525E+05	4.117553E+04
181	6.208954E+07	1.552749E+02	9.227524E+06	2.304271E+04	0.000000E+00	2.319798E+04	8.617342E+05	6.838346E+06	1.327473E+06	2.610556E+04	1.738657E+05
182	6.151627E+07	6.500317E+03	8.816566E+06	1.000934E+06	0.000000E+00	1.007434E+06	3.051985E+05	5.269273E+06	1.339695E+05	1.372005E+06	1.736120E+06
183	6.003679E+07	4.315126E+03	1.053039E+07	7.687741E+05	0.000000E+00	7.730892E+05	6.662573E+05	4.311549E+06	1.703734E+06	1.713193E+06	2.135657E+06
184	6.107017E+07	3.644234E+03	9.678680E+06	5.877743E+05	0.000000E+00	5.914185E+05	7.769690E+05	5.616773E+06	2.097898E+06	9.739838E+05	2.130560E+05
185	5.959523E+07	3.559187E+03	1.118166E+07	5.598202E+05	0.000000E+00	5.633794E+05	9.406821E+05	5.359920E+06	2.711078E+06	8.417459E+05	1.328233E+06
186	6.130403E+07	9.281864E+02	9.810823E+06	2.244922E+05	0.000000E+00	2.254204E+05	2.682016E+05	6.056396E+06	2.160132E+06	8.233106E+05	5.027832E+05
187	6.117916E+07	3.983154E+03	9.577844E+06	5.792854E+05	0.000000E+00	5.832686E+05	7.097683E+05	6.199090E+06	1.956487E+06	5.788079E+05	1.336905E+05
188	5.795790E+07	3.192589E+03	1.273344E+07	6.457281E+05	0.000000E+00	6.489207E+05	7.268737E+05	3.629634E+06	3.910912E+06	1.859350E+06	2.606674E+06
189	6.109595E+07	7.196816E+03	9.126422E+06	1.110709E+06	0.000000E+00	1.117906E+06	1.787479E+05	5.051153E+06	8.056885E+05	1.538446E+06	1.552387E+06
190	6.187412E+07	4.858823E+03	8.682723E+06	7.785647E+05	0.000000E+00	7.834235E+05	1.858011E+05	5.717142E+06	1.311821E+06	1.259304E+06	2.086547E+05
191	6.284852E+07	3.764581E+03	7.869761E+06	6.182233E+05	0.000000E+00	6.219879E+05	1.460161E+05	6.000044E+06	2.103535E+05	1.091053E+06	4.222947E+05
192	5.904678E+07	3.594102E+03	1.169137E+07	5.985172E+05	0.000000E+00	6.021113E+05	5.146359E+05	5.194605E+06	3.323796E+06	1.105411E+06	1.552925E+06
193	5.771374E+07	7.677447E+03	1.258787E+07	1.030982E+06	0.000000E+00	1.038659E+06	5.563125E+05	5.884113E+06	4.084360E+06	4.573921E+05	1.605690E+06
194	6.074476E+07	4.846425E+03	9.932461E+06	6.582049E+05	0.000000E+00	6.630513E+05	3.192843E+05	6.554416E+06	1.277378E+06	3.455918E+05	1.435791E+06
195	6.156233E+07	4.943704E+03	9.085808E+06	6.871910E+05	0.000000E+00	6.921347E+05	4.115908E+05	6.492106E+06	9.314937E+04	4.738621E+05	1.615100E+06
196	5.750029E+07	8.057720E+03	1.260782E+07	1.224105E+06	0.000000E+00	1.232163E+06	1.035770E+06	4.028290E+06	3.565068E+06	1.572716E+06	2.405972E+06
197	6.173695E+07	6.025644E+03	8.743717E+06	8.535733E+05	0.000000E+00	8.595989E+05	7.779252E+05	6.054123E+06	9.392758E+05	7.005525E+05	2.718408E+05
198	5.848584E+07	6.026895E+03	1.202120E+07	8.272028E+05	0.000000E+00	8.332297E+05	4.613685E+05	5.961532E+06	3.208881E+06	4.964989E+05	1.892921E+06
199	5.926794E+07	3.370478E+03	1.155656E+07	5.124044E+05	0.000000E+00	5.157749E+05	1.479135E+05	5.883731E+06	2.973934E+06	6.607099E+05	1.890268E+06
200	6.001349E+07	1.362922E+03	1.109628E+07	2.291442E+05	0.000000E+00	2.305071E+05	3.314120E+04	6.328277E+06	2.280553E+06	4.359524E+05	2.018354E+06
201	5.807700E+07	2.550816E+03	1.287196E+07	3.887646E+05	0.000000E+00	3.913154E+05	9.940923E+05	5.494778E+06	3.537975E+06	5.075032E+05	2.337609E+06
202	5.723137E+07	5.819293E+03	1.335148E+07	7.515984E+05	0.000000E+00	7.574177E+05	5.704999E+05	6.301375E+06	3.635414E+06	1.170327E+05	2.727156E+06
203	6.085537E+07	1.766871E+03	1.012653E+07	3.565992E+05	0.000000E+00	3.583661E+05	4.437300E+05	5.675458E+06	2.574084E+06	1.023131E+06	4.101242E+05
204	5.969923E+07	2.373207E+03	1.112749E+07	5.111772E+05	0.000000E+00	5.135504E+05	3.886824E+05	4.616596E+06	2.714321E+06	1.621944E+06	1.785951E+06
205	6.021761E+07	2.362300E+03	1.064841E+07	4.718884E+05	0.000000E+00	4.742507E+05	9.707980E+05	4.671949E+06	1.844822E+06	1.330360E+06	1.830476E+06
206	6.024597E+07	4.144793E+03	1.036617E+07	7.239825E+05	0.000000E+00	7.281273E+05	5.989834E+05	4.827064E+06	2.446259E+06	1.534456E+06	9.594121E+05
207	5.911630E+07	4.639092E+03	1.139683E+07	8.225008E+05	0.000000E+00	8.271399E+05	5.337274E+05	4.347339E+06	3.292527E+06	1.811120E+06	1.412116E+06
208	6.124488E+07	4.869731E+03	9.415229E+06	6.752900E+05	0.000000E+00	6.801597E+05	3.956785E+05	6.422814E+06	1.253118E+06	4.543218E+05	8.892968E+05
209	6.232539E+07	8.110068E+02	8.883223E+06	1.308543E+05	0.000000E+00	1.316653E+05	3.477531E+05	6.771544E+06	2.749378E+05	2.171238E+05	1.271864E+06
210	5.760149E+07	4.624037E+03	1.312595E+07	6.082068E+05	0.000000E+00	6.128308E+05	1.076921E+06	5.937174E+06	3.804913E+06	1.774752E+05	2.129467E+06
211	6.066405E+07	1.893815E+03	1.032730E+07	3.470244E+05	0.000000E+00	3.489182E+05	5.245191E+04	5.926034E+06	1.847484E+06	8.259255E+05	1.675407E+06
212	6.291738E+07	2.083973E+03	8.005475E+06	4.153284E+05	0.000000E+00	4.174124E+05	1.018558E+05	5.968608E+06	6.317656E+05	1.166217E+06	1.370288E+05
213	6.142042E+07	1.729915E+03	9.692420E+06	2.257085E+05	0.000000E+00	2.274384E+05	2.929173E+05	6.901942E+06	1.070206E+06	5.232072E+04	1.375034E+06
214	5.971963E+07	6.968764E+03	1.059415E+07	1.019522E+06	0.000000E+00	1.026491E+06	6.552396E+05	5.282770E+06	1.766723E+06	1.059022E+06	1.830391E+06
215	6.021450E+07	1.794970E+03	1.080062E+07	3.233546E+05	0.000000E+00	3.251496E+05	3.818852E+05	5.866918E+06	2.534531E+06	7.400712E+05	1.277217E+06
216	6.274457E+07	1.571998E+03	8.235072E+06	3.590566E+05	0.000000E+00	3.606286E+05	1.837263E+05	5.715663E+06	4.081247E+05	1.231708E+06	6.958501E+05
217	5.919762E+07	4.603453E+03	1.146239E+07	6.756512E+05	0.000000E+00	6.802547E+05	8.493484E+05	5.539687E+06	1.961921E+06	7.162757E+05	2.395160E+06
218	6.141659E+07	5.225272E+02	9.855280E+06	6.788106E+04	0.000000E+00	6.840359E+04	2.235334E+05	6.965101E+06	1.162721E+06	1.353439E+04	1.490390E+06
219	6.295538E+07	1.656739E+03	8.094468E+06	2.887672E+05	0.000000E+00	2.904239E+05	6.428483E+05	6.371880E+06	4.440514E+05	6.085773E+05	2.711091E+04
220	5.983140E+07	4.429424E+03	1.078431E+07	7.201276E+05	0.000000E+00	7.245570E+05	7.310430E+05	5.194297E+06	3.124250E+06	1.227765E+06	5.069556E+05
221	6.248432E+07	1.075299E+03	8.712026E+06	1.428449E+05	0.000000E+00	1.439202E+05	6.097772E+05	6.944657E+06	4.641955E+05	5.210950E+04	6.412867E+05
222	6.150867E+07	8.648825E+02	9.707795E+06	1.229447E+05	0.000000E+00	1.238096E+05	6.097074E+05	6.689602E+06	1.188890E+06	1.038464E+05	1.115749E+06
223	6.295814E+07	1.262022E+03	8.174501E+06	2.063669E+05	0.000000E+00	2.076289E+05	1.157817E+05	6.954211E+06	3.971303E+05	3.589631E+05	3.484153E+05
224	5.980504E+07	1.554747E+03	1.115765E+07	3.760148E+05	0.000000E+00	3.775695E+05	2.908213E+05	4.931457E+06	2.492764E+06	1.378937E+06	2.063673E+06
225	5.808139E+07	5.055335E+03	1.258325E+07	6.705659E+05	0.000000E+00	6.756212E+05	5.178370E+05	6.193775E+06	3.921559E+06	2.373316E+05	1.712752E+06
226	6.140349E+07	4.146892E+03	9.406665E+06	5.259632E+05	0.000000E+00	5.301101E+05	7.490252E+05	6.963667E+06	5.238903E+04	9.296307E+03	1.632287E+06
227	6.018474E+07	3.978823E+03	1.043444E+07	7.171215E+05	0.000000E+00	7.211003E+05	9.921263E+03	5.082748E+06	2.958116E+06	1.643227E+06	7.404260E+05
228	6.219083E+07	3.414770E+03	8.560101E+06	5.859196E+05	0.000000E+00	5.893344E+05	4.221220E+05	5.663806E+06	9.848194E+05	1.183062E+06	3.062912E+05
229	5.995222E+07	2.914753E+03	1.090949E+07	4.756427E+05	0.000000E+00	4.785575E+05	6.082044E+05	5.692050E+06	2.874050E+06	8.215184E+05	9.136718E+05
230	5.819077E+07	5.859379E+03	1.213404E+07	1.009602E+06	0.000000E+00	1.015461E+06	7.804791E+05	3.751289E+06	3.752494E+06	2.062519E+06	1.787255E+06
231	6.188127E+07	1.204225E+03	9.242162E+06	2.156304E+05	0.000000E+00	2.168346E+05	4.567021E+05	6.475690E+06	1.570194E+06	4.864717E+05	2.531038E+05
232	6.233383E+07	1.311143E+03	8.787521E+06	2.176112E+05	0.000000E+00	2.189223E+05	2.412646E+05	6.627569E+06	3.743068E+05	3.976410E+05	1.146740E+06
233	6.023993E+07	5.887478E+03	1.031140E+07	7.830490E+05	0.000000E+00	7.889365E+05	4.474058E+05	6.521993E+06	1.887397E+06	2.925769E+05	1.162026E+06
234	5.970533E+07	5.937945E+03	1.083390E+07	7.951008E+05	0.000000E+00	8.010387E+05	9.805534E+05	6.144648E+06	1.724750E+06	3.361552E+05	1.647794E+06
235	6.181705E+07	4.278553E+03	8.860544E+06	6.583893E+05	0.000000E+00	6.626679E+05	4.331400E+05	5.855018E+06	7.980374E+04	8.997367E+05	1.592846E+06
236	6.084719E+07	4.086347E+03	9.835293E+06	6.537013E+05	0.000000E+00	6.577876E+05	7.668248E+05	5.333333E+06	1.491808E+06	1.050757E+06	1.192570E+06
237	6.132333E+07	5.125008E+03	9.185743E+06	8.260717E+05	0.000000E+00	8.311967E+05	6.049346E+05	5.247043E+06	1.564379E+06	1.365632E+06	4.037540E+05
238	6.135695E+07	3.453367E+03	9.374186E+06	6.056776E+05	0.000000E+00	6.091310E+05	3.188656E+05	5.408851E+06	1.529326E+06	1.297468E+06	8.196749E+05
239	5.685114E+07	6.428340E+03	1.366018E+07	8.225197E+05	0.000000E+00	8.289480E+05	5.291887E+05	6.359413E+06	3.822926E+06	6.973944E+04	2.878915E+06
240	6.231334E+07	4.810799E+03	8.369912E+06	6.522030E+05	0.000000E+00	6.570138E+05	8.605230E+05	6.522246E+06	4.389277E+05	3.341024E+05	2.141127E+05
241	5.930808E+07	6.223736E+03	1.104537E+07	9.805907E+05	0.000000E+00	9.868144E+05	9.309189E+05	4.635001E+06	2.978235E+06	1.484731E+06	1.016484E+06
242	6.141344E+07	4.019657E+03	9.335275E+06	5.875361E+05	0.000000E+00	5.915558E+05	4.241786E+05	6.204759E+06	6.585159E+05	6.067410E+05	1.441080E+06
243	6.202298E+07	3.941543E+03	8.797156E+06	5.161942E+05	0.000000E+00	5.201357E+05	7.667795E+05	6.823843E+06	1.029017E+06	1.340271E+05	4.348936E+04
244	6.176881E+07	4.609821E+03	8.917412E+06	6.494345E+05	0.000000E+00	6.540443E+05	3.135466E+05	6.497571E+06	1.385550E+05	5.084256E+05	1.459314E+06
245	6.225505E+07	5.123797E+03	8.288206E+06	7.918868E+05	0.000000E+00	7.970106E+05	7.791852E+04	5.912858E+06	4.348549E+05	1.103868E+06	7.587067E+05
246	6.068886E+07	6.269553E+03	9.713774E+06	9.313659E+05	0.000000E+00	9.376355E+05	7.217348E+05	5.369033E+06	7.873488E+05	1.061511E+06	1.774146E+06
247	5.927389E+07	2.868729E+03	1.169558E+07	3.679311E+05	0.000000E+00	3.707998E+05	1.667640E+04	6.865680E+06	2.828308E+06	3.782342E+04	1.947092E+06
248	6.120746E+07	2.465066E+03	9.786963E+06	3.433845E+05	0.000000E+00	3.458496E+05	6.502767E+05	6.509791E+06	1.490068E+06	2.419134E+05	8.949142E+05
249	6.094885E+07	6.189949E+03	9.453288E+06	9.319409E+05	0.000000E+00	9.381308E+05	3.550925E+05	5.563792E+06	1.562192E+06	1.143414E+06	8.287975E+05
250	5.973609E+07	9.252904E+02	1.140940E+07	1.938457E+05	0.000000E+00	1.947710E+05	3.665055E+05	5.878220E+06	2.409997E+06	5.904037E+05	2.164275E+06
251	6.194462E+07	5.252663E+03	8.649809E+06	7.405912E+05	0.000000E+00	7.458439E+05	3.982642E+05	6.300930E+06	3.438621E+05	5.838851E+05	1.022868E+06
252	6.141248E+07	6.633764E+03	8.937229E+06	9.839325E+05	0.000000E+00	9.905663E+05	2.332773E+05	5.872123E+06	1.577755E+06	1.111343E+06	1.427308E+05
253	6.068246E+07	1.177432E+03	1.041968E+07	2.369490E+05	0.000000E+00	2.381264E+05	8.655277E+05	5.639156E+06	1.656717E+06	6.765277E+05	1.581752E+06
254	5.951897E+07	3.768795E+03	1.114743E+07	6.701033E+05	0.000000E+00	6.738721E+05	8.546945E+05	4.714483E+06	3.352718E+06	1.486000E+06	7.395366E+05
255	6.135936E+07	3.481124E+03	9.487723E+06	4.897080E+05	0.000000E+00	4.931891E+05	2.532552E+05	6.612096E+06	5.781944E+05	3.784403E+05	1.665737E+06
256	6.144074E+07	1.550602E+03	9.650372E+06	2.476078E+05	0.000000E+00	2.491584E+05	5.138063E+05	6.435452E+06	1.560080E+06	3.952953E+05	7.457379E+05
257	5.771222E+07	4.939395E+03	1.296059E+07	6.625082E+05	0.000000E+00	6.674476E+05	9.360387E+05	5.900465E+06	3.344286E+06	2.882018E+05	2.491602E+06
258	6.001826E+07	7.201183E+03	1.027445E+07	1.040356E+06	0.000000E+00	1.047557E+06	3.062532E+05	5.685511E+06	2.236076E+06	9.930566E+05	1.053556E+06
259	6.079214E+07	6.679607E+03	9.571512E+06	9.699396E+05	0.000000E+00	9.766192E+05	8.983199E+05	5.531799E+06	1.689705E+06	9.590935E+05	4.925950E+05
260	6.179122E+07	2.083523E+03	9.230277E+06	3.166967E+05	0.000000E+00	3.187802E+05	7.557067E+05	6.231689E+06	5.807232E+05	4.080040E+05	1.254154E+06
261	6.143720E+07	5.964685E+03	9.068120E+06	8.289910E+05	0.000000E+00	8.349557E+05	6.718661E+05	6.216270E+06	4.035999E+05	5.708032E+05	1.205581E+06
262	6.235277E+07	1.872969E+03	8.677489E+06	3.081442E+05	0.000000E+00	3.100172E+05	8.385008E+04	6.531873E+06	3.392389E+05	5.471579E+05	1.175369E+06
263	6.016406E+07	4.281773E+03	1.046332E+07	7.086119E+05	0.000000E+00	7.128937E+05	4.856814E+05	5.101836E+06	2.096932E+06	1.282903E+06	1.495971E+06
264	6.222900E+07	5.432337E+03	8.336844E+06	7.689976E+05	0.000000E+00	7.744299E+05	5.859193E+05	6.289316E+06	4.893602E+05	6.274980E+05	3.447508E+05
265	6.147219E+07	3.333829E+03	9.262591E+06	6.021630E+05	0.000000E+00	6.054968E+05	2.442840E+05	5.444625E+06	1.879786E+06	1.386784E+06	3.071124E+05
266	6.204837E+07	3.474050E+03	8.755633E+06	5.327933E+05	0.000000E+00	5.362674E+05	7.480687E+05	5.891948E+06	2.251337E+05	7.167282E+05	1.173754E+06
267	6.011859E+07	5.607813E+03	1.029727E+07	9.187933E+05	0.000000E+00	9.244011E+05	5.763044E+05	4.950020E+06	3.135108E+06	1.608896E+06	2.694545E+04
268	5.988614E+07	2.138690E+03	1.117973E+07	2.722581E+05	0.000000E+00	2.743968E+05	1.103303E+06	6.470053E+06	1.440963E+06	1.249622E+04	2.152915E+06
269	6.087952E+07	3.831829E+03	9.922599E+06	5.343169E+05	0.000000E+00	5.381487E+05	1.628312E+05	6.610735E+06	1.917525E+06	3.802104E+05	8.512977E+05
270	6.304303E+07	2.096821E+03	7.902941E+06	3.922080E+05	0.000000E+00	3.943048E+05	1.119918E+05	6.224162E+06	4.732404E+05	9.758749E+05	1.176719E+05
271	6.189010E+07	2.491594E+03	9.054027E+06	3.936504E+05	0.000000E+00	3.961420E+05	2.595316E+04	6.633791E+06	1.691520E+06	6.027262E+05	1.000362E+05
272	5.931755E+07	5.452219E+03	1.130860E+07	7.086694E+05	0.000000E+00	7.141216E+05	6.821059E+05	6.501785E+06	2.075560E+06	1.441164E+05	1.905028E+06
273	6.281455E+07	2.288697E+03	8.185338E+06	3.380952E+05	0.000000E+00	3.403839E+05	6.656576E+05	6.576313E+06	8.749628E+04	3.728936E+05	4.829777E+05
274	5.879289E+07	5.117177E+03	1.181530E+07	7.269661E+05	0.000000E+00	7.320833E+05	5.702455E+04	6.131230E+06	3.668444E+06	6.109567E+05	1.347648E+06
275	6.144796E+07	2.224657E+03	9.603896E+06	2.861927E+05	0.000000E+00	2.884174E+05	2.598634E+05	7.094963E+06	1.709272E+06	3.600440E+04	5.037931E+05
276	6.109517E+07	1.568660E+03	9.954331E+06	2.891914E+05	0.000000E+00	2.907601E+05	3.433474E+05	6.070524E+06	1.895657E+06	6.975703E+05	9.472323E+05
277	6.188523E+07	2.688645E+03	9.036776E+06	4.155800E+05	0.000000E+00	4.182686E+05	6.331384E+05	6.171328E+06	8.106040E+05	5.796084E+05	8.420971E+05
278	6.140628E+07	6.754371E+03	8.912229E+06	1.015001E+06	0.000000E+00	1.021755E+06	8.697486E+05	5.247985E+06	1.002837E+06	1.232928E+06	5.587301E+05
279	6.004675E+07	6.434261E+03	1.039558E+07	8.915113E+05	0.000000E+00	8.979456E+05	3.839373E+05	6.127604E+06	1.648892E+06	5.946431E+05	1.640502E+06
280	5.902930E+07	5.547879E+03	1.150595E+07	7.994725E+05	0.000000E+00	8.050204E+05	1.133915E+06	5.298914E+06	2.772977E+06	7.494439E+05	1.550696E+06
281	5.812442E+07	4.039339E+03	1.268104E+07	5.307654E+05	0.000000E+00	5.348047E+05	1.272794E+06	5.945070E+06	3.264938E+06	1.509180E+05	2.047324E+06
282	5.762559E+07	7.131632E+03	1.258208E+07	1.125472E+06	0.000000E+00	1.132604E+06	6.692386E+05	3.977584E+06	3.766418E+06	1.715441E+06	2.453401E+06
283	5.946925E+07	1.417215E+03	1.157583E+07	2.937743E+05	0.000000E+00	2.951915E+05	6.179367E+05	5.297480E+06	2.600325E+06	8.802261E+05	2.179864E+06
284	5.920349E+07	6.571327E+03	1.128820E+07	8.420066E+05	0.000000E+00	8.485779E+05	8.383986E+05	6.471582E+06	3.020753E+06	8.045472E+04	8.770120E+05
285	5.916197E+07	6.845264E+03	1.113439E+07	1.037073E+06	0.000000E+00	1.043918E+06	8.060566E+05	4.759694E+06	1.874787E+06	1.314229E+06	2.379621E+06
286	6.051492E+07	6.511534E+03	9.790138E+06	1.028696E+06	0.000000E+00	1.035208E+06	6.554865E+05	4.867649E+06	2.104653E+06	1.574625E+06	5.877243E+05
287	6.084047E+07	6.329466E+03	9.592943E+06	9.005285E+05	0.000000E+00	9.068580E+05	3.999543E+05	6.001741E+06	7.326394E+05	7.660018E+05	1.692606E+06
288	6.160465E+07	6.093346E+03	8.830750E+06	8.987776E+05	0.000000E+00	9.048709E+05	3.587482E+05	5.807303E+06	7.351947E+05	9.823562E+05	9.471474E+05
289	5.995894E+07	6.960109E+03	1.028862E+07	1.085752E+06	0.000000E+00	1.092712E+06	7.913988E+05	4.618805E+06	2.134556E+06	1.576875E+06	1.166983E+06
290	6.181317E+07	5.643564E+02	9.421957E+06	1.045776E+05	0.000000E+00	1.051420E+05	3.548059E+05	6.805591E+06	1.696817E+06	2.550817E+05	3.096614E+05
291	5.850295E+07	2.423314E+03	1.231875E+07	5.161415E+05	0.000000E+00	5.185648E+05	1.091120E+06	4.030469E+06	3.419954E+06	1.611357E+06	2.165852E+06
292	6.016422E+07	7.118966E+03	1.014549E+07	1.023442E+06	0.000000E+00	1.030561E+06	3.473448E+04	6.142769E+06	3.007565E+06	9.429841E+05	1.743318E+04
293	6.061747E+07	7.000715E+03	9.658678E+06	1.057118E+06	0.000000E+00	1.064119E+06	2.312353E+04	5.411769E+06	1.495248E+06	1.317106E+06	1.411431E+06
294	6.066907E+07	5.901735E+03	9.706959E+06	9.583376E+05	0.000000E+00	9.642393E+05	3.440963E+05	4.825907E+06	1.524073E+06	1.626979E+06	1.385904E+06
295	6.090326E+07	4.636935E+03	9.820450E+06	6.119223E+05	0.000000E+00	6.165592E+05	7.011164E+05	6.649792E+06	5.711583E+05	1.934993E+05	1.704884E+06
296	6.196889E+07	2.923642E+03	8.983024E+06	3.854280E+05	0.000000E+00	3.883516E+05	8.713157E+05	6.627247E+06	5.277962E+05	1.189562E+05	8.377089E+05
297	5.915066E+07	6.384527E+03	1.123495E+07	9.482756E+05	0.000000E+00	9.546601E+05	9.500545E+05	5.088610E+06	2.956316E+06	1.079669E+06	1.160301E+06
298	6.207788E+07	5.764043E+03	8.361999E+06	8.946300E+05	0.000000E+00	9.003940E+05	5.443671E+05	5.412729E+06	4.091627E+05	1.270975E+06	7.247653E+05
299	6.009008E+07	5.472178E+03	1.045058E+07	7.941461E+05	0.000000E+00	7.996183E+05	7.947746E+05	5.767804E+06	2.687321E+06	7.821565E+05	4.185223E+05
300	5.829139E+07	7.870697E+03	1.189124E+07	1.149769E+06	0.000000E+00	1.157640E+06	1.203717E+06	4.651530E+06	2.600457E+06	1.182976E+06	2.252564E+06
301	6.166677E+07	1.855142E+03	9.255623E+06	4.160139E+05	0.000000E+00	4.178690E+05	2.463830E+05	5.217819E+06	8.881841E+05	1.394218E+06	1.509019E+06
302	5.879040E+07	6.746765E+03	1.164768E+07	8.954421E+05	0.000000E+00	9.021889E+05	1.157576E+05	6.468781E+06	2.801088E+06	3.207088E+05	1.941344E+06
303	6.080085E+07	6.838261E+03	9.468672E+06	1.063916E+06	0.000000E+00	1.070754E+06	1.697156E+05	5.271170E+06	2.051550E+06	1.527514E+06	4.487222E+05
304	6.241830E+07	2.911928E+03	8.449745E+06	4.693111E+05	0.000000E+00	4.722230E+05	3.143954E+05	6.137678E+06	1.821269E+05	7.755675E+05	1.039977E+06
305	5.824899E+07	7.643700E+03	1.196036E+07	1.123283E+06	0.000000E+00	1.130927E+06	1.110623E+06	4.781601E+06	3.666364E+06	1.200191E+06	1.201576E+06
306	5.837925E+07	7.120819E+03	1.186900E+07	1.084905E+06	0.000000E+00	1.092026E+06	3.309241E+05	4.937278E+06	3.741058E+06	1.413938E+06	1.445799E+06
